row_label_raw,row_label_full,Mã số > 50 > 60,CHỈ TIÊU > Lưu chuyển tiền thuần trong năm > Tiền và tương đương tiền đầu năm,Thuyết minh,Năm 2019 > VND > (142.134.390.054) > 365.783.831.175,Năm 2018 Đã điều chỉnh > VND > (50.534.104.051) > 416.294.201.953,numeric__CHỈ TIÊU > Lưu chuyển tiền thuần trong năm > Tiền và tương đương tiền đầu năm,numeric__Thuyết minh,numeric__Năm 2019 > VND > (142.134.390.054) > 365.783.831.175,numeric__Năm 2018 Đã điều chỉnh > VND > (50.534.104.051) > 416.294.201.953
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,(22.301.712),23.733.273,,,-22301712.0,23733273.0
70,70,70,Tiền và tương đương tiền cuối năm,03,223.627.139.409,365.783.831.175,,3.0,223627139409.0,365783831175.0
