row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2019 VND,01/01/2019 Đã điều chỉnh VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2019 VND,numeric__01/01/2019 Đã điều chỉnh VND
300,300,300,C. NỘ PHẢI TRẢ,,3.503.068.696.033,3.847.404.686.755,,,3503068696033.0,3847404686755.0
310,310,310,I. Nợ ngắn hạn,,2.188.035.174.785,2.336.778.698.550,,,2188035174785.0,2336778698550.0
311,311,311,1. Phải trả người bán ngắn hạn,19,58.522.790.437,54.023.789.073,,19.0,58522790437.0,54023789073.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,20,286.388.329.267,287.694.264.172,,20.0,286388329267.0,287694264172.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,21,181.813.945.792,180.952.990.096,,21.0,181813945792.0,180952990096.0
314,314,314,4. Phải trả người lao động,,16.132.619.291,15.287.390.026,,,16132619291.0,15287390026.0
315,315,315,5. Chi phí phải trả ngắn hạn,22,190.055.194.729,195.553.722.488,,22.0,190055194729.0,195553722488.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,24,10.975.581.330,11.440.711.926,,24.0,10975581330.0,11440711926.0
319,319,319,7. Phải trả ngắn hạn khác,23,894.592.052.225,874.428.249.124,,23.0,894592052225.0,874428249124.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,18,543.719.935.395,711.782.370.950,,18.0,543719935395.0,711782370950.0
322,322,322,9. Quỹ khen thưởng phúc lợi,,5.834.726.319,5.615.210.695,,,5834726319.0,5615210695.0
330,330,330,II. Nợ dài hạn,,1.315.033.521.248,1.510.625.988.205,,,1315033521248.0,1510625988205.0
331,331,331,1. Phải trả người bán dài hạn,19,3.922.928.954,4.668.672.474,,19.0,3922928954.0,4668672474.0
332,332,332,2. Người mua trả tiền trước dài hạn,20,-,101.672.849.093,,20.0,,101672849093.0
333,333,333,3. Chi phí phải trả dài hạn,22,37.397.910.222,37.397.910.222,,22.0,37397910222.0,37397910222.0
336,336,336,4. Doanh thu chưa thực hiện dài hạn,24,296.079.834.014,303.298.609.634,,24.0,296079834014.0,303298609634.0
337,337,337,5. Phải trả dài hạn khác,23,730.418.889.411,764.709.979.922,,23.0,730418889411.0,764709979922.0
338,338,338,6. Vay và nợ thuê tài chính dài hạn,18,160.031.166.911,211.670.924.745,,18.0,160031166911.0,211670924745.0
341,341,341,7. Thuế thu nhập hoãn lại phải trả,38,87.182.791.736,87.207.042.115,,38.0,87182791736.0,87207042115.0
