row_label_raw,row_label_full,col_0,31/12/2019 > Giá trị,31/12/2019 > Dự phòng,01/01/2019 > Giá trị,01/01/2019 > Dự phòng,numeric__31/12/2019 > Giá trị,numeric__31/12/2019 > Dự phòng,numeric__01/01/2019 > Giá trị,numeric__01/01/2019 > Dự phòng
,,,VND,VND,VND,VND,,,,
a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,,,,
- Công ty Cổ phần Robot Tosy,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty Cổ phần Robot Tosy,- Công ty Cổ phần Robot Tosy,28.283.010.000,(28.283.010.000),28.283.010.000,(28.283.010.000),28283010000.0,-28283010000.0,28283010000.0,-28283010000.0
- Công ty Cổ phần Đầu tư và Xây dựng Sông Đà,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty Cổ phần Đầu tư và Xây dựng Sông Đà,- Công ty Cổ phần Đầu tư và Xây dựng Sông Đà,20.635.963.722,(20.635.963.722),20.635.963.722,(20.635.963.722),20635963722.0,-20635963722.0,20635963722.0,-20635963722.0
- Công ty Cổ phần Đầu tư Xây dựng và Kinh doanh Nhà,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty Cổ phần Đầu tư Xây dựng và Kinh doanh Nhà,- Công ty Cổ phần Đầu tư Xây dựng và Kinh doanh Nhà,12.015.448.545,-,12.015.448.545,-,12015448545.0,,12015448545.0,
- Công ty Cổ phần Thương mại Mika,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty Cổ phần Thương mại Mika,- Công ty Cổ phần Thương mại Mika,6.647.496.885,(6.647.496.885),6.647.496.885,(6.647.496.885),6647496885.0,-6647496885.0,6647496885.0,-6647496885.0
- Cửa hàng 35 Cộng Hòa,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Cửa hàng 35 Cộng Hòa,- Cửa hàng 35 Cộng Hòa,11.517.868.992,-,7.279.483.058,-,11517868992.0,,7279483058.0,
- Cửa hàng 236 Khánh Hội,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Cửa hàng 236 Khánh Hội,- Cửa hàng 236 Khánh Hội,4.176.429.151,-,7.750.210.736,-,4176429151.0,,7750210736.0,
- Các khoản phải thu khách hàng khác,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Các khoản phải thu khách hàng khác,- Các khoản phải thu khách hàng khác,71.945.467.104,(38.559.825.477),87.360.673.492,(40.234.278.667),71945467104.0,-38559825477.0,87360673492.0,-40234278667.0
,,,155.221.684.399,(94.126.296.084),169.972.286.438,(95.800.749.274),155221684399.0,-94126296084.0,169972286438.0,-95800749274.0
b) Phải thu của khách hàng là các bên liên quan(Xem thông tin chỉ tiết tại Thuyết minh 46),b) Phải thu của khách hàng là các bên liên quan(Xem thông tin chỉ tiết tại Thuyết minh 46),b) Phải thu của khách hàng là các bên liên quan(Xem thông tin chỉ tiết tại Thuyết minh 46),-,-,-,-,,,,
