row_label_raw,row_label_full,col_0,Đơn vị tính,31/12/2019,01/01/2019,numeric__Đơn vị tính,numeric__31/12/2019,numeric__01/01/2019
Đô la Mỹ,Đô la Mỹ,Đô la Mỹ,USD,"2.005.690,77","343.357,68",,2005690.77,343357.68
Euro,Euro,Euro,JPY,"10.000,00","220,00",,10000.0,220.0
Yên Nhật,Yên Nhật,Yên Nhật,AUD,"800,00","10.000,00",,800.0,10000.0
Đô la Úc,Đô la Úc,Đô la Úc,EUR,"220,00","800,00",,220.0,800.0
