row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2024 triệu đồng,Năm 2023 triệu đồng,numeric__Thuyết minh,numeric__Năm 2024 triệu đồng,numeric__Năm 2023 triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự Chi phí lãi và các chi phí tương tự,Thu nhập lãi và các khoản thu nhập tương tự Chi phí lãi và các chi phí tương tự,Thu nhập lãi và các khoản thu nhập tương tự Chi phí lãi và các chi phí tương tự,,61.597.454(27.295.019),61.922.957(29.972.397),,,
Thu nhập lãi thuần,Thu nhập lãi và các khoản thu nhập tương tự Chi phí lãi và các chi phí tương tự > Thu nhập lãi thuần,Thu nhập lãi thuần,27,34.302.435,31.950.560,27.0,34302435.0,31950560.0
Thu nhập từ hoạt động dịch vụ Chi phí hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ Chi phí hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ Chi phí hoạt động dịch vụ,,5.881.302(2.856.856),4.980.716(2.420.161),,,
Lãi thuần từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ Chi phí hoạt động dịch vụ > Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,28,3.024.446,2.560.555,28.0,3024446.0,2560555.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Thu nhập từ hoạt động dịch vụ Chi phí hoạt động dịch vụ > Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,29,2.003.151,1.216.861,29.0,2003151.0,1216861.0
Lãi thuần từ mua bán chứng khoán kinh doanh,Thu nhập từ hoạt động dịch vụ Chi phí hoạt động dịch vụ > Lãi thuần từ mua bán chứng khoán kinh doanh,Lãi thuần từ mua bán chứng khoán kinh doanh,30,1.582.376,443.026,30.0,1582376.0,443026.0
Lãi thuần từ mua bán chứng khoán đầu tư và đầu tư dài hạn,Thu nhập từ hoạt động dịch vụ Chi phí hoạt động dịch vụ > Lãi thuần từ mua bán chứng khoán đầu tư và đầu tư dài hạn,Lãi thuần từ mua bán chứng khoán đầu tư và đầu tư dài hạn,31,2.682.096,252.455,31.0,2682096.0,252455.0
Thu nhập từ hoạt động khác Chi phí cho hoạt động khác,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác,,4.263.536(1.504.232),3.433.906(1.199.934),,,
Lãi thuần từ hoạt động khác,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,32,2.759.304,2.233.972,32.0,2759304.0,2233972.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",33,940.899,415.645,33.0,940899.0,415645.0
TỔNG THU NHẬP HOẠT ĐỘNG,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,,47.294.707,39.073.074,,47294707.0,39073074.0
CHI PHÍ HOẠT ĐỘNG,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > CHI PHÍ HOẠT ĐỘNG,CHI PHÍ HOẠT ĐỘNG,34,(13.163.942),(11.390.384),34.0,-13163942.0,-11390384.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,34.130.765,27.682.690,,34130765.0,27682690.0
Chi phí dự phòng rủi ro tín dụng,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,35,(6.491.449),(2.994.687),35.0,-6491449.0,-2994687.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,27.639.316,24.688.003,,27639316.0,24688003.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,36,(5.443.952),(4.857.460),36.0,-5443952.0,-4857460.0
Chi phí thuế thu nhập doanh nghiệp,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,,(5.443.952),(4.857.460),,-5443952.0,-4857460.0
LỢI NHUẬN SAU THUẾ,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,22.195.364,19.830.543,,22195364.0,19830543.0
