row_label_raw,row_label_full,col_0,Số dưđầu nămtriệu đồng,Phát sinh trong năm > Phát sinh tăngtriệu đồng,Phát sinh trong năm > Phát sinh giảmtriệu đồng,Số dưcuối nămtriệu đồng,numeric__Số dưđầu nămtriệu đồng,numeric__Phát sinh trong năm > Phát sinh tăngtriệu đồng,numeric__Phát sinh trong năm > Phát sinh giảmtriệu đồng,numeric__Số dưcuối nămtriệu đồng
Thuế GTGT,Thuế GTGT,Thuế GTGT,27.671,580.318,(549.958),58.031,27671.0,580318.0,-549958.0,58031.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,2.980.880,4.859.447,(4.671.034),3.169.293,2980880.0,4859447.0,-4671034.0,3169293.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,57.587,956.275,(955.914),57.948,57587.0,956275.0,-955914.0,57948.0
,,,3.066.138,6.396.040,(6.176.906),3.285.272,3066138.0,6396040.0,-6176906.0,3285272.0
