row_label_raw,row_label_full,col_0,31/12/2024triệu đồng,31/12/2023triệu đồng,numeric__31/12/2024triệu đồng,numeric__31/12/2023triệu đồng
Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,69.423.256,43.816.386,69423256.0,43816386.0
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,10.657.032,16.205.770,10657032.0,16205770.0
- Bằng VND,- Bằng VND,- Bằng VND,5.499.868,1.564.735,5499868.0,1564735.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,5.157.164,14.641.035,5157164.0,14641035.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,58.766.224,27.610.616,58766224.0,27610616.0
- Bằng VND,- Bằng VND,- Bằng VND,55.404.500,21.225.000,55404500.0,21225000.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,3.361.724,6.385.616,3361724.0,6385616.0
Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,2.881.932,1.969.422,2881932.0,1969422.0
Bằng VND,Bằng VND,Bằng VND,2.881.932,1.484.422,2881932.0,1484422.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,-,485.000,,485000.0
,,,72.305.188,45.785.808,72305188.0,45785808.0
