row_label_raw,row_label_full,col_0,31/12/2024VND,31/12/2023VND,numeric__31/12/2024VND,numeric__31/12/2023VND
USD,USD,USD,"25.450,00","24.250,00",25450.0,24250.0
EUR,EUR,EUR,"26.715,00","27.079,00",26715.0,27079.0
GBP,GBP,GBP,"32.025,00","30.901,00",32025.0,30901.0
JPY,JPY,JPY,"163,92","172,16",163.92,172.16
CHF,CHF,CHF,"28.340,50","28.942,00",28340.5,28942.0
AUD,AUD,AUD,"15.915,50","16.559,00",15915.5,16559.0
CAD,CAD,CAD,"17.841,50","18.385,00",17841.5,18385.0
SGD,SGD,SGD,"18.808,00","18.454,00",18808.0,18454.0
THB,THB,THB,"752,87","712,98",752.87,712.98
SEK,SEK,SEK,"2.324,87","2.455,18",2324.87,2455.18
