row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2024 triệu đồng,31/12/2023 triệu đồng,numeric__Thuyết minh,numeric__31/12/2024 triệu đồng,numeric__31/12/2023 triệu đồng
Dự phòng rủi ro cho vay khách hàng,TÀI SẢN > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,11,(9.920.824),(9.383.404),11.0,-9920824.0,-9383404.0
Hoạt động mua nợ,TÀI SẢN > Hoạt động mua nợ,Hoạt động mua nợ,12,951.509,1.789.868,12.0,951509.0,1789868.0
Mua nợ,TÀI SẢN > Mua nợ,Mua nợ,,1.041.362,1.848.863,,1041362.0,1848863.0
Dự phòng rủi ro hoạt động mua nợ,TÀI SẢN > Dự phòng rủi ro hoạt động mua nợ,Dự phòng rủi ro hoạt động mua nợ,,(89.853),(58.995),,-89853.0,-58995.0
Chứng khoán đầu tư,TÀI SẢN > Chứng khoán đầu tư,Chứng khoán đầu tư,13,199.621.825,142.230.526,13.0,199621825.0,142230526.0
Chứng khoán đầu tư sẵn sàng để bán,TÀI SẢN > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,13.1,199.343.767,140.904.606,131.0,199343767.0,140904606.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,TÀI SẢN > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,13.2,741.635,1.790.835,132.0,741635.0,1790835.0
Dự phòng rủi ro chứng khoán đầu tư,TÀI SẢN > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,13.3,(463.577),(464.915),133.0,-463577.0,-464915.0
"Góp vốn, đầu tư dài hạn","TÀI SẢN > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",14,8.498.485,7.614.535,14.0,8498485.0,7614535.0
Đầu tư vào công ty con,TÀI SẢN > Đầu tư vào công ty con,Đầu tư vào công ty con,14.1,8.158.804,7.274.854,141.0,8158804.0,7274854.0
Đầu tư dài hạn khác,TÀI SẢN > Đầu tư dài hạn khác,Đầu tư dài hạn khác,14.2,373.173,373.173,142.0,373173.0,373173.0
Dự phòng giảm giá đầu tư dài hạn,TÀI SẢN > Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,14.3,(33.492),(33.492),143.0,-33492.0,-33492.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,,4.546.761,4.000.297,,4546761.0,4000297.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,15,3.264.187,2.868.630,15.0,3264187.0,2868630.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,,7.953.167,6.933.555,,7953167.0,6933555.0
Hao mòn lũy kế,TÀI SẢN > Hao mòn lũy kế,Hao mòn lũy kế,,(4.688.980),(4.064.925),,-4688980.0,-4064925.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,16,1.282.574,1.131.667,16.0,1282574.0,1131667.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,,3.728.726,3.072.470,,3728726.0,3072470.0
Hao mòn lũy kế,TÀI SẢN > Hao mòn lũy kế,Hao mòn lũy kế,,(2.446.152),(1.940.803),,-2446152.0,-1940803.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,,18.734.942,19.895.939,,18734942.0,19895939.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,17.1,9.194.616,9.616.627,171.0,9194616.0,9616627.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",17.2,7.793.412,7.714.671,172.0,7793412.0,7714671.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,17.3,1.786.172,2.603.899,173.0,1786172.0,2603899.0
Trong đó: Lợi thế thương mại,TÀI SẢN > Trong đó: Lợi thế thương mại,Trong đó: Lợi thế thương mại,18,9.523,19.045,18.0,9523.0,19045.0
Dự phòng rủi ro cho các tài sản Có nội bằng khác,TÀI SẢN > Dự phòng rủi ro cho các tài sản Có nội bằng khác,Dự phòng rủi ro cho các tài sản Có nội bằng khác,17.4,(39.258),(39.258),174.0,-39258.0,-39258.0
TỔNG TÀI SẢN,TÀI SẢN > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,1.067.158.251,902.044.947,,1067158251.0,902044947.0
