row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2024 triệu đồng,31/12/2023 triệu đồng,numeric__Thuyết minh,numeric__31/12/2024 triệu đồng,numeric__31/12/2023 triệu đồng
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,41,238.395,154.358,41.0,238395.0,154358.0
Cam kết giao dịch hồi đoái,Cam kết giao dịch hồi đoái,Cam kết giao dịch hồi đoái,41,263.133.210,394.715.794,41.0,263133210.0,394715794.0
Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,,4.416.403,1.945.064,,4416403.0,1945064.0
Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,,4.492.239,1.423.038,,4492239.0,1423038.0
Cam kết mua giao dịch hoán đổi ngoại tệ,Cam kết mua giao dịch hoán đổi ngoại tệ,Cam kết mua giao dịch hoán đổi ngoại tệ,,127.747.604,195.798.455,,127747604.0,195798455.0
Cam kết bán giao dịch hoán đổi ngoại tệ,Cam kết bán giao dịch hoán đổi ngoại tệ,Cam kết bán giao dịch hoán đổi ngoại tệ,,126.476.964,195.549.237,,126476964.0,195549237.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,41,29.138.440,23.214.316,41.0,29138440.0,23214316.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,41,135.544.405,121.725.719,41.0,135544405.0,121725719.0
Các cam kết khác,Các cam kết khác,Các cam kết khác,41,72.142.469,81.915.911,41.0,72142469.0,81915911.0
Lãi cho vay và phí phải thu chưa thu được,Lãi cho vay và phí phải thu chưa thu được,Lãi cho vay và phí phải thu chưa thu được,42,2.461.937,2.147.049,42.0,2461937.0,2147049.0
Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,43,23.053.545,19.020.188,43.0,23053545.0,19020188.0
Tái sản và chứng từ khác,Tái sản và chứng từ khác,Tái sản và chứng từ khác,44,302.861.111,285.945.759,44.0,302861111.0,285945759.0
