row_label_raw,row_label_full,col_0,Năm 2024triệu đồng,Năm 2023triệu đồng,numeric__Năm 2024triệu đồng,numeric__Năm 2023triệu đồng
Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,27.639.316,24.688.003,27639316.0,24688003.0
Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,,,,
- Thu nhập tử cổ tức,Điều chỉnh cho các khoản: > - Thu nhập tử cổ tức,- Thu nhập tử cổ tức,(940.899),(415.645),-940899.0,-415645.0
- Thu nhập thuần của chi nhánh nước ngoài,Điều chỉnh cho các khoản: > - Thu nhập thuần của chi nhánh nước ngoài,- Thu nhập thuần của chi nhánh nước ngoài,(20.865),(35.232),-20865.0,-35232.0
- Chi phí không được khấu trừ khi tính thuế,Điều chỉnh cho các khoản: > - Chi phí không được khấu trừ khi tính thuế,- Chi phí không được khấu trừ khi tính thuế,446.806,14.931,446806.0,14931.0
Thu nhập chịu thuế vớc tính trong nămtại Việt Nam,Điều chỉnh cho các khoản: > Thu nhập chịu thuế vớc tính trong nămtại Việt Nam,Thu nhập chịu thuế vớc tính trong nămtại Việt Nam,27.124.358,24.252.057,27124358.0,24252057.0
Thuế TNDN của Ngân hàng tại Việt Nam (20%),Điều chỉnh cho các khoản: > Thuế TNDN của Ngân hàng tại Việt Nam (20%),Thuế TNDN của Ngân hàng tại Việt Nam (20%),5.424.872,4.850.411,5424872.0,4850411.0
Thuế TNDN của các chi nhánh nước ngoài,Điều chỉnh cho các khoản: > Thuế TNDN của các chi nhánh nước ngoài,Thuế TNDN của các chi nhánh nước ngoài,4.172,7.049,4172.0,7049.0
Điều chỉnh theo quyết toán thuế,Điều chỉnh cho các khoản: > Điều chỉnh theo quyết toán thuế,Điều chỉnh theo quyết toán thuế,14.908,-,14908.0,
Tổng chi phí thuế TNDN phát sinh trong năm,Điều chỉnh cho các khoản: > Tổng chi phí thuế TNDN phát sinh trong năm,Tổng chi phí thuế TNDN phát sinh trong năm,5.443.952,4.857.460,5443952.0,4857460.0
Thuế TNDN phải trả đầu năm,Điều chỉnh cho các khoản: > Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,3.169.293,2.980.880,3169293.0,2980880.0
Thuế TNDN đã nộp trong năm,Điều chỉnh cho các khoản: > Thuế TNDN đã nộp trong năm,Thuế TNDN đã nộp trong năm,(5.650.460),(4.671.034),-5650460.0,-4671034.0
Điều chỉnh tại các chi nhánh nước ngoài,Điều chỉnh cho các khoản: > Điều chỉnh tại các chi nhánh nước ngoài,Điều chỉnh tại các chi nhánh nước ngoài,-,(1.228),,-1228.0
Điều chỉnh theo quyết toán thuế,Điều chỉnh cho các khoản: > Điều chỉnh theo quyết toán thuế,Điều chỉnh theo quyết toán thuế,-,3.594,,3594.0
Chêch lệch tỷ giá hồi đoái,Điều chỉnh cho các khoản: > Chêch lệch tỷ giá hồi đoái,Chêch lệch tỷ giá hồi đoái,(31),(379),-31.0,-379.0
Thuế TNDN phải trả cuối năm,Điều chỉnh cho các khoản: > Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,2.962.754,3.169.293,2962754.0,3169293.0
