row_label_raw,row_label_full,col_0,Năm 2024 triệu đồng,Năm 2023 triệu đồng,numeric__Năm 2024 triệu đồng,numeric__Năm 2023 triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,61.597.454,61.922.957,61597454.0,61922957.0
Thu nhập lãi tiền gửi,Thu nhập lãi tiền gửi,Thu nhập lãi tiền gửi,1.919.307,1.331.992,1919307.0,1331992.0
Thu nhập lãi cho vay,Thu nhập lãi cho vay,Thu nhập lãi cho vay,47.717.269,46.329.340,47717269.0,46329340.0
Thu nhập lãi từ chứng khoán nợ,Thu nhập lãi từ chứng khoán nợ,Thu nhập lãi từ chứng khoán nợ,9.499.657,12.009.652,9499657.0,12009652.0
Thu nhập lãi từ nghiệp vụ mua bán nợ,Thu nhập lãi từ nghiệp vụ mua bán nợ,Thu nhập lãi từ nghiệp vụ mua bán nợ,119.924,174.326,119924.0,174326.0
Thu từ nghiệp vụ bảo lãnh,Thu từ nghiệp vụ bảo lãnh,Thu từ nghiệp vụ bảo lãnh,1.509.950,1.495.953,1509950.0,1495953.0
Thu khác từ hoạt động tín dụng,Thu khác từ hoạt động tín dụng,Thu khác từ hoạt động tín dụng,831.347,581.694,831347.0,581694.0
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,(27.295.019),(29.972.397),-27295019.0,-29972397.0
Chi lãi tiền gửi,Chi lãi tiền gửi,Chi lãi tiền gửi,(18.167.480),(20.976.829),-18167480.0,-20976829.0
Chi lãi tiền vay,Chi lãi tiền vay,Chi lãi tiền vay,(1.324.941),(1.333.059),-1324941.0,-1333059.0
Chi lãi phát hành giấy tờ có giả,Chi lãi phát hành giấy tờ có giả,Chi lãi phát hành giấy tờ có giả,(6.055.860),(6.639.829),-6055860.0,-6639829.0
Chi phí hoạt động tín dụng khác,Chi phí hoạt động tín dụng khác,Chi phí hoạt động tín dụng khác,(1.746.738),(1.022.680),-1746738.0,-1022680.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,34.302.435,31.950.560,34302435.0,31950560.0
