row_label_raw,row_label_full,col_0,Dự phòng chung triệu đồng,Dự phòng cụ thể triệu đồng,Tổng cộng triệu đồng,numeric__Dự phòng chung triệu đồng,numeric__Dự phòng cụ thể triệu đồng,numeric__Tổng cộng triệu đồng
Số dư tại ngày 1 tháng 1 năm 2024,Số dư tại ngày 1 tháng 1 năm 2024,Số dư tại ngày 1 tháng 1 năm 2024,4.296.920,5.086.484,9.383.404,4296920.0,5086484.0,9383404.0
Trích lập trong năm (Thuyết minh 35),Trích lập trong năm (Thuyết minh 35),Trích lập trong năm (Thuyết minh 35),1.167.657,5.258.699,6.426.356,1167657.0,5258699.0,6426356.0
Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,-,(5.889.154),(5.889.154),,-5889154.0,-5889154.0
Chênh lệch tỷ giá,Chênh lệch tỷ giá,Chênh lệch tỷ giá,40,178,218,40.0,178.0,218.0
Số dư tại ngày 31 tháng 12 năm 2024,Số dư tại ngày 31 tháng 12 năm 2024,Số dư tại ngày 31 tháng 12 năm 2024,5.464.617,4.456.207,9.920.824,5464617.0,4456207.0,9920824.0
