row_label_raw,row_label_full,5. Doanh thu hoạt động tài chính,Năm 2025,Năm 2024,numeric__Năm 2025,numeric__Năm 2024
Lãi tiền gửi,Lãi tiền gửi,Lãi tiền gửi,8.384.143.995,7.036.406.960,8384143995.0,7036406960.0
Lãi cho vay,Lãi cho vay,Lãi cho vay,180.818.384.582,130.874.708.190,180818384582.0,130874708190.0
Lãi từ hợp đồng hợp tác kinh doanh,Lãi từ hợp đồng hợp tác kinh doanh,Lãi từ hợp đồng hợp tác kinh doanh,30.915.319.934,87.252.114.570,30915319934.0,87252114570.0
Lãi chuyển nhượng vốn và lãi từ hoạt động đầu tư (i),Lãi chuyển nhượng vốn và lãi từ hoạt động đầu tư (i),Lãi chuyển nhượng vốn và lãi từ hoạt động đầu tư (i),133.726.359.647,235.565.337.461,133726359647.0,235565337461.0
"Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia",-,17.100.987.200,,17100987200.0
Lãi mua bán chứng khoán,Lãi mua bán chứng khoán,Lãi mua bán chứng khoán,1.349.018,-,1349018.0,
Cộng,Cộng,Cộng,353.845.557.176,477.829.554.381,353845557176.0,477829554381.0
