row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,31/12/2025,01/01/2025,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025,numeric__01/01/2025
D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,400,,5.357.321.896.380,5.465.195.678.386,400.0,,5357321896380.0,5465195678386.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,V.22,5.357.321.896.380,5.465.195.678.386,410.0,,5357321896380.0,5465195678386.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,,4.305.950.360.000,4.305.950.360.000,411.0,,4305950360000.0,4305950360000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,4.305.950.360.000,4.305.950.360.000,,,4305950360000.0,4305950360000.0
2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,412,,332.633.781.211,332.633.781.211,412.0,,332633781211.0,332633781211.0
3. Quỹ đầu tư phát triển,3. Quỹ đầu tư phát triển,3. Quỹ đầu tư phát triển,418,,156.557.329.395,156.557.329.395,418.0,,156557329395.0,156557329395.0
4. Quỹ khác thuộc vốn chủ sở hữu,4. Quỹ khác thuộc vốn chủ sở hữu,4. Quỹ khác thuộc vốn chủ sở hữu,420,,24.890.292.522,24.890.292.522,420.0,,24890292522.0,24890292522.0
5. Lợi nhuận sau thuế chưa phân phối,5. Lợi nhuận sau thuế chưa phân phối,5. Lợi nhuận sau thuế chưa phân phối,421,,469.601.855.850,398.071.750.365,421.0,,469601855850.0,398071750365.0
- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,421a,,393.271.750.365,395.126.332.487,,,393271750365.0,395126332487.0
- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,421b,,76.330.105.485,2.945.417.878,,,76330105485.0,2945417878.0
6. Lợi ích cổ đông không kiểm soát,6. Lợi ích cổ đông không kiểm soát,6. Lợi ích cổ đông không kiểm soát,429,,67.688.277.402,247.092.164.893,429.0,,67688277402.0,247092164893.0
TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,440,,12.895.731.329.341,11.846.890.655.310,440.0,,12895731329341.0,11846890655310.0
