row_label_raw,row_label_full,Tên Công ty và địa chỉ,Hoạt động chính,Tỷ lệ sở hữu/biểu quyết trực tiếp,Tỷ lệ sở hữu/biểu quyết gián tiếp,Tổng tỷ lệ biểu quyết,numeric__Hoạt động chính,numeric__Tỷ lệ sở hữu/biểu quyết trực tiếp,numeric__Tỷ lệ sở hữu/biểu quyết gián tiếp,numeric__Tổng tỷ lệ biểu quyết
4. Công ty Cổ phần Thương Tín Tàu Cuốc,4. Công ty Cổ phần Thương Tín Tàu Cuốc,4. Công ty Cổ phần Thương Tín Tàu Cuốc,Xây dựng và kinh doanh bất động sản,"82,07%","17,83%","99,90%",,0.8207,0.1783,0.9990000000000001
5. Công ty Cổ phần Mai Lan,5. Công ty Cổ phần Mai Lan,5. Công ty Cổ phần Mai Lan,Dịch vụ,"65,20%","0,00%","65,20%",,0.652,0.0,0.652
6. Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hùng Anh Năm,6. Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hùng Anh Năm,6. Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hùng Anh Năm,Kinh doanh bất động sản,"95,00%","5,00%","100,00%",,0.95,0.05,1.0
7. Công ty Cổ phần Thương mại Nguyễn Kim Đà Nẵng,7. Công ty Cổ phần Thương mại Nguyễn Kim Đà Nẵng,7. Công ty Cổ phần Thương mại Nguyễn Kim Đà Nẵng,Bất động sản và dịch vụ thương mại,"96,30%","3,59%","99,89%",,0.963,0.0359,0.9989
8. Công ty Cổ phần Đầu tư Bất động sản TTC Land Hưng Điền (*),8. Công ty Cổ phần Đầu tư Bất động sản TTC Land Hưng Điền (*),8. Công ty Cổ phần Đầu tư Bất động sản TTC Land Hưng Điền (*),Kinh doanh bất động sản,"61,00%","0,00%","61,00%",,0.61,0.0,0.61
