row_label_raw,row_label_full,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,Năm 2025,Năm 2024,numeric__Năm 2025,numeric__Năm 2024
Doanh thu thuần từ dịch vụ cho thuê,Doanh thu thuần từ dịch vụ cho thuê,Doanh thu thuần từ dịch vụ cho thuê,309.792.145.840,102.179.134.649,309792145840.0,102179134649.0
Doanh thu thuần từ dịch vụ bất động sản,Doanh thu thuần từ dịch vụ bất động sản,Doanh thu thuần từ dịch vụ bất động sản,352.733.047.557,120.811.517.772,352733047557.0,120811517772.0
Doanh thu thuần từ dịch vụ xây dựng,Doanh thu thuần từ dịch vụ xây dựng,Doanh thu thuần từ dịch vụ xây dựng,341.537.109.940,27.825.584.039,341537109940.0,27825584039.0
Doanh thu thuần từ chuyển nhượng bất động sản,Doanh thu thuần từ chuyển nhượng bất động sản,Doanh thu thuần từ chuyển nhượng bất động sản,53.192.000.876,427.756.886.286,53192000876.0,427756886286.0
Doanh thu thuần từ bán hàng hóa,Doanh thu thuần từ bán hàng hóa,Doanh thu thuần từ bán hàng hóa,155.710.494.380,103.036.644.367,155710494380.0,103036644367.0
Doanh thu thuần từ dịch vụ khác,Doanh thu thuần từ dịch vụ khác,Doanh thu thuần từ dịch vụ khác,14.416.972.515,17.507.001.612,14416972515.0,17507001612.0
Cộng,Cộng,Cộng,1.227.381.771.108,799.116.768.725,1227381771108.0,799116768725.0
