row_label_raw,row_label_full,Các bên liên quan,Nội dung nghiệp vụ,Năm 2025,Năm 2024,numeric__Nội dung nghiệp vụ,numeric__Năm 2025,numeric__Năm 2024
Công ty Cổ phần Công nghệ Phụ trợ S&D,Công ty Cổ phần Công nghệ Phụ trợ S&D,Công ty Cổ phần Công nghệ Phụ trợ S&D,Cung cấp dịch vụ,-,5.764.737.000,,,5764737000.0
Công ty Cổ phần Công nghệ Phụ trợ S&D,Công ty Cổ phần Công nghệ Phụ trợ S&D,Công ty Cổ phần Công nghệ Phụ trợ S&D,Thu trước,-,11.529.474.000,,,11529474000.0
Công ty Cổ phần Thương mại Thành Thành Công,Công ty Cổ phần Thương mại Thành Thành Công,Công ty Cổ phần Thương mại Thành Thành Công,Cung cấp dịch vụ,167.086.000,-,,167086000.0,
Công ty Cổ phần Thương mại Thành Thành Công,Công ty Cổ phần Thương mại Thành Thành Công,Công ty Cổ phần Thương mại Thành Thành Công,Gốc đi vay,10.000.000.000,,,10000000000.0,
Công ty Cổ phần Thương mại Thành Thành Công,Công ty Cổ phần Thương mại Thành Thành Công,Công ty Cổ phần Thương mại Thành Thành Công,Hoàn trả gốc đi vay,10.000.000.000,,,10000000000.0,
Công ty Cổ phần Thương mại Thành Thành Công,Công ty Cổ phần Thương mại Thành Thành Công,Công ty Cổ phần Thương mại Thành Thành Công,Mua dịch vụ,10.958.904,-,,10958904.0,
Công ty Cổ phần Đầu tư Tín nghĩa - Á Châu,Công ty Cổ phần Đầu tư Tín nghĩa - Á Châu,Công ty Cổ phần Đầu tư Tín nghĩa - Á Châu,Cung cấp dịch vụ,241.204.707.328,-,,241204707328.0,
Công ty Cổ phần Đầu tư Tín nghĩa - Á Châu,Công ty Cổ phần Đầu tư Tín nghĩa - Á Châu,Công ty Cổ phần Đầu tư Tín nghĩa - Á Châu,Gốc đi vay,14.000.000.000,-,,14000000000.0,
Công ty Cổ phần Đầu tư Tín nghĩa - Á Châu,Công ty Cổ phần Đầu tư Tín nghĩa - Á Châu,Công ty Cổ phần Đầu tư Tín nghĩa - Á Châu,Hoàn trả gốc đi vay,14.000.000.000,-,,14000000000.0,
Công ty Cổ phần Đầu tư Tín nghĩa - Á Châu,Công ty Cổ phần Đầu tư Tín nghĩa - Á Châu,Công ty Cổ phần Đầu tư Tín nghĩa - Á Châu,Lãi đi vay,567.863.015,-,,567863015.0,
Công ty Cổ phần Đầu tư Tín nghĩa - Á Châu,Công ty Cổ phần Đầu tư Tín nghĩa - Á Châu,Công ty Cổ phần Đầu tư Tín nghĩa - Á Châu,Mua dịch vụ,60.000.000,-,,60000000.0,
Công ty Cổ phần Đầu tư Tín nghĩa - Á Châu,Công ty Cổ phần Đầu tư Tín nghĩa - Á Châu,Công ty Cổ phần Đầu tư Tín nghĩa - Á Châu,Chuyển nhượng cổ phần,114.543.967.000,-,,114543967000.0,
Ông Đăng Hồng Anh,Ông Đăng Hồng Anh,Ông Đăng Hồng Anh,Mua dịch vụ,231.744.000,637.296.000,,231744000.0,637296000.0
Bà Huỳnh Bích Ngọc,Bà Huỳnh Bích Ngọc,Bà Huỳnh Bích Ngọc,Cung cấp dịch vụ,10.014.396.163,-,,10014396163.0,
Bà Huỳnh Bích Ngọc,Bà Huỳnh Bích Ngọc,Bà Huỳnh Bích Ngọc,Hoàn trả gốc đi vay,1.903.000.000,-,,1903000000.0,
Bà Huỳnh Bích Ngọc,Bà Huỳnh Bích Ngọc,Bà Huỳnh Bích Ngọc,Lãi đi vay,1.584.529.482,1.944.272.795,,1584529482.0,1944272795.0
