row_label_raw,row_label_full,Ngoại tệ các loại,31/12/2025 > Số lượng,31/12/2025 > Giá trị (VND),01/01/2025 > Số lượng,01/01/2025 > Giá trị (VND),numeric__31/12/2025 > Số lượng,numeric__31/12/2025 > Giá trị (VND),numeric__01/01/2025 > Số lượng,numeric__01/01/2025 > Giá trị (VND)
USD,USD,USD,$ -,-,"$ 11,80",298.666,,,,298666.0
Cộng,Cộng,Cộng,-,-,"11,80",298.666,,,11.8,298666.0
