row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2025,01/01/2025,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025,numeric__01/01/2025
A. TÀI SẢN NGẮN HẠN,A. TÀI SẢN NGẮN HẠN,A. TÀI SẢN NGẮN HẠN,100,,6.798.173.643.751,6.970.315.188.477,100.0,,6798173643751.0,6970315188477.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,V.1,359.964.873.101,175.042.635.149,110.0,,359964873101.0,175042635149.0
1. Tiền,1. Tiền,1. Tiền,111,,143.495.645.608,151.439.112.928,111.0,,143495645608.0,151439112928.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,216.469.227.493,23.603.522.221,112.0,,216469227493.0,23603522221.0
II. Các khoản đầu tư tài chính ngắn hạn,II. Các khoản đầu tư tài chính ngắn hạn,II. Các khoản đầu tư tài chính ngắn hạn,120,,89.245.188.957,98.362.754.011,120.0,,89245188957.0,98362754011.0
1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,121,V.2a,-,2.863.432,121.0,,,2863432.0
2. Đầu tư nắm giữ đến ngày đáo hạn,2. Đầu tư nắm giữ đến ngày đáo hạn,2. Đầu tư nắm giữ đến ngày đáo hạn,123,V.2b1,89.245.188.957,98.359.890.579,123.0,,89245188957.0,98359890579.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,2.714.335.986.020,3.187.064.947.172,130.0,,2714335986020.0,3187064947172.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,V.3,174.131.397.722,251.856.406.232,131.0,,174131397722.0,251856406232.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,V.4a,1.075.457.805.586,550.359.936.010,132.0,,1075457805586.0,550359936010.0
3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,135,V.5a,887.024.223.300,1.700.033.232.475,135.0,,887024223300.0,1700033232475.0
4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,136,V.6a,621.682.416.949,697.134.695.950,136.0,,621682416949.0,697134695950.0
5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,137,"V.3,6a",(43.959.857.537),(12.319.323.495),137.0,,-43959857537.0,-12319323495.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,V.8,3.493.092.278.505,3.337.206.353.146,140.0,,3493092278505.0,3337206353146.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,3.499.663.387.935,3.338.186.767.794,141.0,,3499663387935.0,3338186767794.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,(6.571.109.430),(980.414.648),149.0,,-6571109430.0,-980414648.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,141.535.317.168,172.638.498.999,150.0,,141535317168.0,172638498999.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,V.13a,2.039.305.612,12.290.668.571,151.0,,2039305612.0,12290668571.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,V.17c,137.966.325.463,156.637.350.337,152.0,,137966325463.0,156637350337.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,V.17b,1.529.686.093,3.710.480.091,153.0,,1529686093.0,3710480091.0
