row_label_raw,row_label_full,Bộ phận,Doanh thu thuần,Giá vốn,Lãi gộp,numeric__Doanh thu thuần,numeric__Giá vốn,numeric__Lãi gộp
Dịch vụ cho thuê,Dịch vụ cho thuê,Dịch vụ cho thuê,102.179.134.649,65.371.202.319,36.807.932.330,102179134649.0,65371202319.0,36807932330.0
Kinh doanh bắt động sản,Kinh doanh bắt động sản,Kinh doanh bắt động sản,120.811.517.772,101.758.704.113,19.052.813.659,120811517772.0,101758704113.0,19052813659.0
Chuyển nhượng bắt động sản,Chuyển nhượng bắt động sản,Chuyển nhượng bắt động sản,427.756.886.286,543.964.305.627,(116.207.419.341),427756886286.0,543964305627.0,-116207419341.0
Dịch vụ xây dựng,Dịch vụ xây dựng,Dịch vụ xây dựng,27.825.584.039,25.610.077.954,2.215.506.085,27825584039.0,25610077954.0,2215506085.0
Bán hàng hoá,Bán hàng hoá,Bán hàng hoá,103.036.644.367,104.058.949.715,(1.022.305.348),103036644367.0,104058949715.0,-1022305348.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,17.507.001.612,7.707.092.765,9.799.908.847,17507001612.0,7707092765.0,9799908847.0
Cộng,Cộng,Cộng,799.116.768.725,848.470.332.493,(49.353.563.768),799116768725.0,848470332493.0,-49353563768.0
