row_label_raw,row_label_full,Các khoản vay và nợ,col_1,31/12/2025,01/01/2025,numeric__col_1,numeric__31/12/2025,numeric__01/01/2025
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Vay,(68.930.000.000),(22.280.000.000),,-68930000000.0,-22280000000.0
Công ty Cổ phần Khu công nghiệp Thành Thành Công,Công ty Cổ phần Khu công nghiệp Thành Thành Công,Công ty Cổ phần Khu công nghiệp Thành Thành Công,Vay,(20.000.000.000),(183.117.386.180),,-20000000000.0,-183117386180.0
Công ty Cổ phần Khai thác Và Quản lý Khu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác Và Quản lý Khu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác Và Quản lý Khu công nghiệp Đặng Huỳnh,Vay,(59.439.339.000),(226.335.000.000),,-59439339000.0,-226335000000.0
Công ty Cổ phần Đầu tư Hạ tầng Cụm Công nghiệp Tân Hội,Công ty Cổ phần Đầu tư Hạ tầng Cụm Công nghiệp Tân Hội,Công ty Cổ phần Đầu tư Hạ tầng Cụm Công nghiệp Tân Hội,Vay,(10.560.000.000),(11.560.000.000),,-10560000000.0,-11560000000.0
Bà Huỳnh Bích Ngọc,Bà Huỳnh Bích Ngọc,Bà Huỳnh Bích Ngọc,Vay,(14.763.500.000),(16.666.500.000),,-14763500000.0,-16666500000.0
Cộng,Cộng,Cộng,,(173.692.839.000),(459.958.886.180),,-173692839000.0,-459958886180.0
