row_label_raw,row_label_full,Giá trị khoản tiền gửi ngân hàng,31/12/2025 > 23.344.299.824,01/01/2025 > 23.403.522.221,numeric__31/12/2025 > 23.344.299.824,numeric__01/01/2025 > 23.403.522.221
Cộng,Cộng,Cộng,23.344.299.824,23.403.522.221,23344299824.0,23403522221.0
2. Số tiền đi vay thực thu trong năm,2. Số tiền đi vay thực thu trong năm,2. Số tiền đi vay thực thu trong năm,Năm 2025,Năm 2024,,
Tiền thu từ đi vay theo khế uốc thông thường,2. Số tiền đi vay thực thu trong năm > Tiền thu từ đi vay theo khế uốc thông thường,Tiền thu từ đi vay theo khế uốc thông thường,4.775.687.661.463,3.429.360.243.994,4775687661463.0,3429360243994.0
3. Số tiền đã thực trả gốc vay trong năm,3. Số tiền đã thực trả gốc vay trong năm,3. Số tiền đã thực trả gốc vay trong năm,Năm 2025,Năm 2024,,
Tiền trả nợ gốc vay theo khế uốc thông thường,3. Số tiền đã thực trả gốc vay trong năm > Tiền trả nợ gốc vay theo khế uốc thông thường,Tiền trả nợ gốc vay theo khế uốc thông thường,4.265.552.412.167,2.746.426.355.485,4265552412167.0,2746426355485.0
Tiền trả nợ gốc thuê tài chính,3. Số tiền đã thực trả gốc vay trong năm > Tiền trả nợ gốc thuê tài chính,Tiền trả nợ gốc thuê tài chính,164.533.315,865.688.815,164533315.0,865688815.0
