row_label_raw,row_label_full,"- Tổng giá trị các khoản phải thu, trả trước người bán quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > Công ty TNHH Tư vấn Thiết kế Xây dựng Hưng Đức > Công ty Cổ phần Đầu tư Tấn Hưng > Bà Lê Thị Giàu",31/12/2025 > Giá gốc > 45.073.872.510 > 2.153.168.926 > 9.345.881.151 > 5.121.000.000,31/12/2025 > Giá trị có thể thu hồi > 614.014.973 > -,31/12/2025 > Đối tượng nợ > Khoản phải thu quá hạn trên 3 năm,01/01/2025 > Giá gốc > 16.751.175.952 > 2.153.168.926 > 9.345.881.151 > 5.121.000.000,01/01/2025 > Giá trị có thể thu hồi > 4.431.852.457 > - > 2.803.764.345 > 1.536.300.000,01/01/2025 > Đối tượng nợ > Khoản phải thu quá hạn trên 3 năm > Khoản phải thu quá hạn từ 2 năm đến 3 năm,numeric__31/12/2025 > Giá gốc > 45.073.872.510 > 2.153.168.926 > 9.345.881.151 > 5.121.000.000,numeric__31/12/2025 > Giá trị có thể thu hồi > 614.014.973 > -,numeric__31/12/2025 > Đối tượng nợ > Khoản phải thu quá hạn trên 3 năm,numeric__01/01/2025 > Giá gốc > 16.751.175.952 > 2.153.168.926 > 9.345.881.151 > 5.121.000.000,numeric__01/01/2025 > Giá trị có thể thu hồi > 4.431.852.457 > - > 2.803.764.345 > 1.536.300.000,numeric__01/01/2025 > Đối tượng nợ > Khoản phải thu quá hạn trên 3 năm > Khoản phải thu quá hạn từ 2 năm đến 3 năm
Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát,Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát,Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát,13.386.802.692,-,Khoản phải thu không có khả năng thu hồi,,,,13386802692.0,,,,,
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,13.869.109.908,-,Khoản phải thu không có khả năng thu hồi,,,,13869109908.0,,,,,
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,1.197.909.833,614.014.973,Các khoản phải thu quá hạn từ 2 - 3 năm và các khoản phải thu quá hạn trên 3 năm,131.125.875,91.788.112,Khoản phải thu quá hạn từ 6 tháng đến 1 năm,1197909833.0,614014973.0,,131125875.0,91788112.0,
