row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2017 > VND,Năm 2016 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2017 > VND,numeric__Năm 2016 > VND
,,,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,01,01,Lợi nhuận trước thuế,,216.324.396.210,379.550.191.700,,,216324396210.0,379550191700.0
01,01,01,Điều chỉnh cho các khoản,,,,,,,
02,01 > 02,02,- Khấu hao tài sản cố định và bất động sản đầu tư,,53.520.006.016,15.132.889.411,,,53520006016.0,15132889411.0
03,01 > 03,03,- Các khoản dự phòng,,(44.609.143.325),(2.720.454.886),,,-44609143325.0,-2720454886.0
04,01 > 04,04,"- Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,(32.066.629),(5.193.887),,,-32066629.0,-5193887.0
05,01 > 05,05,"- Lãi, lỗ từ hoạt động đầu tư",,(27.525.897.718),(89.502.602.777),,,-27525897718.0,-89502602777.0
06,01 > 06,06,- Chi phí lãi vay,,45.995.098.271,8.462.143.804,,,45995098271.0,8462143804.0
08,01 > 08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,243.672.392.825,310.916.973.365,,,243672392825.0,310916973365.0
09,01 > 09,09,"- Tăng, giảm các khoản phải thu",,(208.560.555.985),8.956.738.569,,,-208560555985.0,8956738569.0
10,01 > 10,10,"- Tăng, giảm hàng tồn kho",,(22.376.272.597),231.996.416.243,,,-22376272597.0,231996416243.0
11,01 > 11,11,"- Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,104.701.575.243,(471.568.008.866),,,104701575243.0,-471568008866.0
12,01 > 12,12,"- Tăng, giảm chi phí trả trước",,(21.440.382.340),(30.488.266),,,-21440382340.0,-30488266.0
14,01 > 14,14,- Tiền lãi vay đã trả,,(38.754.301.434),(8.462.143.804),,,-38754301434.0,-8462143804.0
15,01 > 15,15,- Thuế thu nhập doanh nghiệp đã nộp,,(41.029.082.543),(61.716.600.219),,,-41029082543.0,-61716600219.0
16,01 > 16,16,- Tiền thu khác từ hoạt động kinh doanh,,-,6.391.053.812,,,,6391053812.0
17,01 > 17,17,- Tiền chi khác cho hoạt động kinh doanh,,(3.601.646.500),(2.848.261.193),,,-3601646500.0,-2848261193.0
20,01 > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,12.611.726.669,13.635.679.641,,,12611726669.0,13635679641.0
,,,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
21,01 > 21,21,"Tiền chi để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",,(791.443.032.473),(555.319.526.713),,,-791443032473.0,-555319526713.0
22,01 > 22,22,"Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",,1.929.545.094,238.181.818,,,1929545094.0,238181818.0
23,01 > 23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(80.000.000.000),(20.000.000.000),,,-80000000000.0,-20000000000.0
25,01 > 25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(178.258.387.735),(225.206.818.217),,,-178258387735.0,-225206818217.0
26,01 > 26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,5.387.248.510,100.000.000,,,5387248510.0,100000000.0
27,01 > 27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,43.500.808.550,62.249.772.971,,,43500808550.0,62249772971.0
30,01 > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(998.883.818.054),(737.938.390.141),,,-998883818054.0,-737938390141.0
