row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2017,Năm 2016,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2017,numeric__Năm 2016
,,,,,VND,VND,,,,
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,24,2.323.988.297.135,2.232.070.386.665,,24.0,2323988297135.0,2232070386665.0
02,02,02,2. Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,2.323.988.297.135,2.232.070.386.665,,,2323988297135.0,2232070386665.0
11,02 > 11,11,4. Giá vốn hàng bán,25,2.064.290.165.059,1.894.612.335.665,,25.0,2064290165059.0,1894612335665.0
20,02 > 20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,259.698.132.076,337.458.051.000,,,259698132076.0,337458051000.0
21,02 > 21,21,6. Doanh thu hoạt động tài chính,26,31.949.560.506,91.833.401.373,,26.0,31949560506.0,91833401373.0
22,02 > 22,22,7. Chi phí tài chính,27,54.251.226.451,70.429.655.402,,27.0,54251226451.0,70429655402.0
23,02 > 23,23,Trong đó: Chi phí lãi vay,,45.995.098.271,8.462.143.804,,,45995098271.0,8462143804.0
25,02 > 25,25,8. Chi phí bán hàng,28,11.542.066.655,3.761.161.936,,28.0,11542066655.0,3761161936.0
26,02 > 26,26,9. Chi phí quản lý doanh nghiệp,29,49.378.206.340,50.421.922.306,,29.0,49378206340.0,50421922306.0
30,02 > 30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,176.476.193.136,304.678.712.729,,,176476193136.0,304678712729.0
31,02 > 31,31,11. Thu nhập khác,30,40.105.108.154,76.284.921.631,,30.0,40105108154.0,76284921631.0
32,02 > 32,32,12. Chi phí khác,,256.905.080,1.413.442.660,,,256905080.0,1413442660.0
40,02 > 40,40,13. Lợi nhuận khác,,39.848.203.074,74.871.478.971,,,39848203074.0,74871478971.0
50,02 > 50,50,14. Tổng lợi nhuận kế toán trước thuế,,216.324.396.210,379.550.191.700,,,216324396210.0,379550191700.0
51,02 > 51,51,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,31,32.554.707.668,58.892.385.366,,31.0,32554707668.0,58892385366.0
52,02 > 52,52,16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,,-,3.423.521.024,,,,3423521024.0
60,02 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,183.769.688.542,317.234.285.310,,,183769688542.0,317234285310.0
