row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2017 > VND,01/01/2017 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2017 > VND,numeric__01/01/2017 > VND
300,300,300,C. NỘ PHẢI TRẢ,,2.066.886.585.511,1.333.613.728.947,,,2066886585511.0,1333613728947.0
310,310,310,I. Nợ ngắn hạn,,1.119.743.299.798,794.389.559.284,,,1119743299798.0,794389559284.0
311,311,311,1. Phải trả người bán ngắn hạn,15,616.715.367.784,600.714.761.506,,15.0,616715367784.0,600714761506.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,16,40.692.613.569,54.651.824.784,,16.0,40692613569.0,54651824784.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,17,24.916.005.411,31.803.437.509,,17.0,24916005411.0,31803437509.0
314,314,314,4. Phải trả người lao động,,8.326.315.887,15.299.276.101,,,8326315887.0,15299276101.0
315,315,315,5. Chỉ phí phải trả ngắn hạn,18,190.497.382.024,15.871.350.743,,18.0,190497382024.0,15871350743.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,20,1.312.731.136,418.714.758,,20.0,1312731136.0,418714758.0
319,319,319,7. Phải trả ngắn hạn khác,19,17.288.231.435,20.853.545.652,,19.0,17288231435.0,20853545652.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,14,135.137.531.034,5.500.000.000,,14.0,135137531034.0,5500000000.0
321,321,321,9. Dự phòng phải trả ngắn hạn,21,48.183.260.964,31.580.015.377,,21.0,48183260964.0,31580015377.0
322,322,322,10. Quỹ khen thưởng phúc lợi,,36.673.860.554,17.696.632.854,,,36673860554.0,17696632854.0
330,330,330,II. Nợ dài hạn,,947.143.285.713,539.224.169.663,,,947143285713.0,539224169663.0
337,337,337,1. Phải trả dài hạn khác,19,2.334.038.876,-,,19.0,2334038876.0,
338,338,338,2. Vay và nợ thuê tài chính dài hạn,14,929.419.497.987,462.386.687.015,,14.0,929419497987.0,462386687015.0
342,342,342,3. Dự phòng phải trả dài hạn,21,15.389.748.850,76.837.482.648,,21.0,15389748850.0,76837482648.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,2.526.155.448.193,1.847.344.040.383,,,2526155448193.0,1847344040383.0
410,410,410,I. Vốn chủ sở hữu,22,2.526.155.448.193,1.847.344.040.383,,22.0,2526155448193.0,1847344040383.0
411,411,411,1. Vốn góp của chủ sở hữu,,1.154.528.420.000,752.629.140.000,,,1154528420000.0,752629140000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,1.154.528.420.000,752.629.140.000,,,1154528420000.0,752629140000.0
412,412,412,2. Thặng dư vốn cổ phần,,711.136.556.786,369.631.183.318,,,711136556786.0,369631183318.0
415,415,415,3. Cổ phiếu quỹ,,(4.320.000),(4.320.000),,,-4320000.0,-4320000.0
418,418,418,4. Quỹ đầu tư phát triển,,66.602.581.106,47.786.852.606,,,66602581106.0,47786852606.0
420,420,420,5. Quỹ khác thuộc vốn chủ sở hữu,,22.816.489.259,13.408.625.009,,,22816489259.0,13408625009.0
421,421,421,6. Lợi nhuận sau thuế chưa phân phối,,571.075.721.042,663.892.559.450,,,571075721042.0,663892559450.0
421a,421a,421a,- LNST chưa phân phối lũy kế đến cuối năm trước,,387.306.032.500,346.658.274.140,,,387306032500.0,346658274140.0
421b,421b,421b,- LNST chưa phân phối năm nay,,183.769.688.542,317.234.285.310,,,183769688542.0,317234285310.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,4.593.042.033.704,3.180.957.769.330,,,4593042033704.0,3180957769330.0
