row_label_raw,row_label_full,col_0,Loại tiền,Thời hạn vay,Hình thức đảm bảo,31/12/2017,01/01/2017,numeric__Loại tiền,numeric__Thời hạn vay,numeric__Hình thức đảm bảo,numeric__31/12/2017,numeric__01/01/2017
,,,Loại tiền,Thời hạn vay,Hình thức đảm bảo,VND,VND,,,,,
Cá nhân,Cá nhân,Cá nhân,VND,6 tháng,Tín chấp,20.600.000,-,,,,20600000.0,
Công ty Cổ phần Cơ khí Ô tô Hòa Bình,Công ty Cổ phần Cơ khí Ô tô Hòa Bình,Công ty Cổ phần Cơ khí Ô tô Hòa Bình,VND,9 tháng,Tín chấp,113.500.000.000,5.500.000.000,,,,113500000000.0,5500000000.0
,,,,,,113.520.600.000,5.500.000.000,,,,113520600000.0,5500000000.0
