row_label_raw,row_label_full,col_0,01/01/2017 > Giá trị,01/01/2017 > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,31/12/2017 > Giá trị,31/12/2017 > Số có khả năng trả nợ,numeric__01/01/2017 > Giá trị,numeric__01/01/2017 > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__31/12/2017 > Giá trị,numeric__31/12/2017 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,VND,VND,,,,,,
a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,5.500.000.000,5.500.000.000,1.077.445.766.047,947.808.235.013,135.137.531.034,135.137.531.034,5500000000.0,5500000000.0,1077445766047.0,947808235013.0,135137531034.0,135137531034.0
- Vay ngắn hạn,- Vay ngắn hạn,- Vay ngắn hạn,5.500.000.000,5.500.000.000,1.055.828.835.013,947.808.235.013,113.520.600.000,113.520.600.000,5500000000.0,5500000000.0,1055828835013.0,947808235013.0,113520600000.0,113520600000.0
- Vay và nợ dài hạn đến hạn trả,- Vay và nợ dài hạn đến hạn trả,- Vay và nợ dài hạn đến hạn trả,,-,21.616.931.034,-,21.616.931.034,21.616.931.034,,,21616931034.0,,21616931034.0,21616931034.0
,,,5.500.000.000,5.500.000.000,1.077.445.766.047,947.808.235.013,135.137.531.034,135.137.531.034,5500000000.0,5500000000.0,1077445766047.0,947808235013.0,135137531034.0,135137531034.0
b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,462.386.687.015,462.386.687.015,488.649.742.006,-,951.036.429.021,951.036.429.021,462386687015.0,462386687015.0,488649742006.0,,951036429021.0,951036429021.0
- Vay dài hạn,- Vay dài hạn,- Vay dài hạn,462.386.687.015,462.386.687.015,488.649.742.006,-,951.036.429.021,951.036.429.021,462386687015.0,462386687015.0,488649742006.0,,951036429021.0,951036429021.0
,,,462.386.687.015,462.386.687.015,488.649.742.006,-,951.036.429.021,951.036.429.021,462386687015.0,462386687015.0,488649742006.0,,951036429021.0,951036429021.0
Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,-,-,(21.616.931.034),-,(21.616.931.034),(21.616.931.034),,,-21616931034.0,,-21616931034.0,-21616931034.0
Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,462.386.687.015,462.386.687.015,467.032.810.972,-,929.419.497.987,929.419.497.987,462386687015.0,462386687015.0,467032810972.0,,929419497987.0,929419497987.0
