row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2017 > VND,01/01/2017 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2017 > VND,numeric__01/01/2017 > VND
100,100,100,A. TÀI SẢN NGĂN HẠN,,1.719.731.237.288,1.239.755.212.207,,,1719731237288.0,1239755212207.0
110,110,110,I. Tiền và các khoản tương đương tiền,3,415.629.835.301,287.578.924.583,,3.0,415629835301.0,287578924583.0
111,111,111,1. Tiền,,27.629.835.301,38.578.924.583,,,27629835301.0,38578924583.0
112,112,112,2. Các khoản tương đương tiền,,388.000.000.000,249.000.000.000,,,388000000000.0,249000000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,4,100.000.000.000,20.000.000.000,,4.0,100000000000.0,20000000000.0
123,123,123,1. Đầu tư nằm giữ đến ngày đáo hạn,,100.000.000.000,20.000.000.000,,,100000000000.0,20000000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,1.003.240.746.303,745.084.277.986,,,1003240746303.0,745084277986.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,670.248.356.174,478.222.886.420,,5.0,670248356174.0,478222886420.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6,309.910.618.521,206.628.895.968,,6.0,309910618521.0,206628895968.0
136,136,136,3. Phải thu ngắn hạn khác,7,26.215.803.345,63.835.027.335,,7.0,26215803345.0,63835027335.0
137,137,137,4. Dự phòng phải thu ngắn hạn khó đòi,,(3.134.031.737),(3.602.531.737),,,-3134031737.0,-3602531737.0
140,140,140,IV. Hàng tồn kho,8,196.299.693.456,173.923.420.859,,8.0,196299693456.0,173923420859.0
141,141,141,1. Hàng tồn kho,,196.299.693.456,173.923.420.859,,,196299693456.0,173923420859.0
150,150,150,V. Tài sản ngắn hạn khác,,4.560.962.228,13.168.588.779,,,4560962228.0,13168588779.0
151,151,151,1. Chi phí trả trước ngắn hạn,13,874.303.871,508.279.915,,13.0,874303871.0,508279915.0
152,152,152,2. Thuế GTGT được khấu trừ,,3.677.027.361,12.660.308.864,,,3677027361.0,12660308864.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,17,9.630.996,-,,17.0,9630996.0,
200,200,200,B. TÀI SẢN DÀI HẠN,,2.873.310.796.416,1.941.202.557.123,,,2873310796416.0,1941202557123.0
220,220,220,II. Tài sản cố định,,1.907.381.538.460,46.246.975.779,,,1907381538460.0,46246975779.0
221,221,221,1. Tài sản cố định hữu hình,10,1.906.273.468.460,45.138.905.779,,10.0,1906273468460.0,45138905779.0
222,222,222,- Nguyên giá,,2.007.616.607.615,108.381.803.880,,,2007616607615.0,108381803880.0
223,223,223,- Giá trị hao mòn luỹ kế,,(101.343.139.155),(63.242.898.101),,,-101343139155.0,-63242898101.0
227,227,227,2. Tài sản cố định vô hình,11,1.108.070.000,1.108.070.000,,11.0,1108070000.0,1108070000.0
228,228,228,- Nguyên giá,,1.217.970.000,1.217.970.000,,,1217970000.0,1217970000.0
229,229,229,- Giá trị hao mòn luỹ kế,,(109.900.000),(109.900.000),,,-109900000.0,-109900000.0
230,230,230,III. Bất động sản đầu tư,12,102.258.924.687,107.357.648.931,,12.0,102258924687.0,107357648931.0
231,231,231,- Nguyên giá,,120.617.951.458,120.617.951.458,,,120617951458.0,120617951458.0
232,232,232,- Giá trị hao mòn luỹ kế,,(18.359.026.771),(13.260.302.527),,,-18359026771.0,-13260302527.0
240,240,240,IV. Tài sản dở dang dài hạn,,61.231.246.285,1.194.379.855.328,,,61231246285.0,1194379855328.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,9,61.231.246.285,1.194.379.855.328,,9.0,61231246285.0,1194379855328.0
250,250,250,V. Đầu tư tài chính dài hạn,4,775.614.616.640,586.489.324.572,,4.0,775614616640.0,586489324572.0
251,251,251,1. Đầu tư vào công ty con,,685.064.619.230,503.750.562.079,,,685064619230.0,503750562079.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",,158.926.756.168,152.964.756.168,,,158926756168.0,152964756168.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,,4.821.770.000,4.821.770.000,,,4821770000.0,4821770000.0
254,254,254,4. Dự phòng giảm giá đầu tư tài chính dài hạn,,(73.198.528.758),(75.047.763.675),,,-73198528758.0,-75047763675.0
260,260,260,VI. Tài sản dài hạn khác,,26.824.470.344,6.728.752.513,,,26824470344.0,6728752513.0
261,261,261,1. Chi phí trả trước dài hạn,13,26.824.470.344,6.728.752.513,,13.0,26824470344.0,6728752513.0
270,270,270,TỔNG CỘNG TÀI SẢN,,4.593.042.033.704,3.180.957.769.330,,,4593042033704.0,3180957769330.0
