row_label_raw,row_label_full,Tên Công ty,Địa chỉ,Ngành nghề kinh doanh chính,Tỷ lệ biểu quyết(%),Tỷ lệ lợi ích(%),numeric__Địa chỉ,numeric__Ngành nghề kinh doanh chính,numeric__Tỷ lệ biểu quyết(%),numeric__Tỷ lệ lợi ích(%)
Công ty TNHH Du lịch DIC,Công ty TNHH Du lịch DIC,Công ty TNHH Du lịch DIC,"Số 169 Thủy Vân, Phường 8, Thành phố Vũng Tàu, Tĩnh Bà Rịa - Vũng Tàu",Kinh doanh dịch vụ và thương mại,"78,30","78,30",,,78.3,78.3
Công ty CP Thủy Cung DIG (i),Công ty CP Thủy Cung DIG (i),Công ty CP Thủy Cung DIG (i),"Số 265, Đường Lê Hồng Phong, Phường 8, Thành phố Vũng Tàu, Tĩnh Bà Rịa - Vũng Tàu","Xây lắp, kinh doanh khách sạn, du lịch, dịch vụ ăn uống, vui chơi giải trí, thể thao","95,0","95,0",,,95.0,95.0
Công ty TNHH Đầu tư Phát triển Xây dựng Hà Nam,Công ty TNHH Đầu tư Phát triển Xây dựng Hà Nam,Công ty TNHH Đầu tư Phát triển Xây dựng Hà Nam,"Số 12B, Đường Đình Công Tráng, Phường Châu Sơn, Thành phố Phủ Lý, Tĩnh Hà Nam","Đầu tư kinh doanh phát triển các khu đô thị, khu công nghiệp, nhà và hạ tầng kỹ thuật",100,100,,,100.0,100.0
Công ty CP Gạch men Anh Em DIC,Công ty CP Gạch men Anh Em DIC,Công ty CP Gạch men Anh Em DIC,"KCN Bắc Chu Lai, Xã Tam Hiệp, Huyện Núi Thành, Tĩnh Quảng Nam","Sản xuất sản phẩm gốm sử, bán buôn vật liệu, khai thác khoáng sản","89,03","89,03",,,89.03,89.03
Công ty CP Đầu tư Phát triển Xây dựng Số 1,Công ty CP Đầu tư Phát triển Xây dựng Số 1,Công ty CP Đầu tư Phát triển Xây dựng Số 1,"Số 265, Đường Lê Hồng Phong, Phường 8, Thành phố Vũng Tàu, Tĩnh Bà Rịa - Vũng Tàu","Đầu tư kinh doanh phát triển các khu đô thị và khu công nghiệp, đầu tư kinh doanh phát triển nhà và hạ tầng kỹ thuật đô thị","51,67","51,67",,,51.67,51.67
