row_label_raw,row_label_full,col_0,Đơn vị tính: VND,numeric__Đơn vị tính: VND
,,,Quyền sử đất và hạ tầng cho thuê,
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,144.455.832.878,144455832878.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,144.455.832.878,144455832878.0
Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,
Số dư đầu năm,Giá trị hao mòn luỹ kế > Số dư đầu năm,Số dư đầu năm,37.799.276.238,37799276238.0
Khấu hao trong năm,Giá trị hao mòn luỹ kế > Khấu hao trong năm,Khấu hao trong năm,2.889.116.652,2889116652.0
Số dư cuối năm,Giá trị hao mòn luỹ kế > Số dư cuối năm,Số dư cuối năm,40.688.392.890,40688392890.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,
Tại ngày đầu năm,Giá trị còn lại > Tại ngày đầu năm,Tại ngày đầu năm,106.656.556.640,106656556640.0
Tại ngày cuối năm,Giá trị còn lại > Tại ngày cuối năm,Tại ngày cuối năm,103.767.439.988,103767439988.0
