row_label_raw,row_label_full,col_0,col_1,31/12/2022VND,01/01/2022VND,numeric__col_1,numeric__31/12/2022VND,numeric__01/01/2022VND
Phải thu của khách hàngCông ty CP bất động sảnD.I.C,Phải thu của khách hàngCông ty CP bất động sảnD.I.C,Phải thu của khách hàngCông ty CP bất động sảnD.I.C,Bán hàng và cung cấp dịch vụ,6.356.777.526,8.945.497.428,,6356777526.0,8945497428.0
Công ty CP Đầu tư Phát triển - Xây dựng (DIC) Số 2,Công ty CP Đầu tư Phát triển - Xây dựng (DIC) Số 2,Công ty CP Đầu tư Phát triển - Xây dựng (DIC) Số 2,Cung cấp dịch vụ,6.191.469.446,7.647.647.607,,6191469446.0,7647647607.0
Công ty TNHH Du lịch DIC,Công ty TNHH Du lịch DIC,Công ty TNHH Du lịch DIC,Cung cấp dịch vụ,128.742.486,128.742.486,,128742486.0,128742486.0
Công ty CP Xây dựng DIC Holdings,Công ty CP Xây dựng DIC Holdings,Công ty CP Xây dựng DIC Holdings,Cung cấp dịch vụ,18.600.000,156.566.274,,18600000.0,156566274.0
Công ty CP Vina Đại PhướcCông ty CP Đầu tư Phát triểnXây dựng Số 1,Công ty CP Vina Đại PhướcCông ty CP Đầu tư Phát triểnXây dựng Số 1,Công ty CP Vina Đại PhướcCông ty CP Đầu tư Phát triểnXây dựng Số 1,Cung cấp dịch vụ,-,331.424.913,,,331424913.0
Công ty CP Đầu tư Phát triểnXây dựng - Bê tông,Công ty CP Đầu tư Phát triểnXây dựng - Bê tông,Công ty CP Đầu tư Phát triểnXây dựng - Bê tông,Cung cấp dịch vụ,-,298.506.225,,,298506225.0
Công ty CP Đầu tư Phát triểnXây dựng - Bê tông,Công ty CP Đầu tư Phát triểnXây dựng - Bê tông,Công ty CP Đầu tư Phát triểnXây dựng - Bê tông,Bán hàng và cung cấp dịch vụ,17.965.594,-,,17965594.0,
Công ty CP Đầu tư Phát triểnXây dựng - Bê tông,Công ty CP Đầu tư Phát triểnXây dựng - Bê tông,Công ty CP Đầu tư Phát triểnXây dựng - Bê tông,Cung cấp dịch vụ,-,382.609.923,,,382609923.0
Trả trước cho người bán ngắn hạnCông ty CP Đầu tư Phát triển Phương Nam,Trả trước cho người bán ngắn hạnCông ty CP Đầu tư Phát triển Phương Nam,Trả trước cho người bán ngắn hạnCông ty CP Đầu tư Phát triển Phương Nam,Trả trước thực hiện dự án,186.499.974.132,186.499.974.132,,186499974132.0,186499974132.0
Trả trước cho người bán ngắn hạnCông ty CP Đầu tư Phát triển Phương Nam,Trả trước cho người bán ngắn hạnCông ty CP Đầu tư Phát triển Phương Nam,Trả trước cho người bán ngắn hạnCông ty CP Đầu tư Phát triển Phương Nam,Trả trước thực hiện dự án,186.499.974.132,186.499.974.132,,186499974132.0,186499974132.0
Phải thu về cho vayNgắn hạnCông ty CP Đầu tư Phát triển Phương Nam,Phải thu về cho vayNgắn hạnCông ty CP Đầu tư Phát triển Phương Nam,Phải thu về cho vayNgắn hạnCông ty CP Đầu tư Phát triển Phương Nam,Cho vay,294.230.000.000,297.580.000.000,,294230000000.0,297580000000.0
Dài hạnCông ty CP Gạch men Anh Em,Dài hạnCông ty CP Gạch men Anh Em,Dài hạnCông ty CP Gạch men Anh Em,Cho vay,241.430.000.000,242.780.000.000,,241430000000.0,242780000000.0
Phải thu khácNgắn hạn,Phải thu khácNgắn hạn,Phải thu khácNgắn hạn,,52.800.000.000,54.800.000.000,,52800000000.0,54800000000.0
Phải thu khácNgắn hạn,Phải thu khácNgắn hạn,Phải thu khácNgắn hạn,,176.361.162.536,170.247.013.040,,176361162536.0,170247013040.0
Phải thu khácNgắn hạn,Phải thu khácNgắn hạn,Phải thu khácNgắn hạn,,173.361.162.536,167.247.013.040,,173361162536.0,167247013040.0
Công ty CP Đầu tư Phát triển Phương Nam,Công ty CP Đầu tư Phát triển Phương Nam,Công ty CP Đầu tư Phát triển Phương Nam,Chi hộ,26.964.235.792,26.964.235.792,,26964235792.0,26964235792.0
Công ty CP Đầu tư Phát triển Phương Nam,Công ty CP Đầu tư Phát triển Phương Nam,Công ty CP Đầu tư Phát triển Phương Nam,Lãi vay phải thu,35.906.970.042,14.651.813.192,,35906970042.0,14651813192.0
Công ty CP Đầu tư Phát triển Phương Nam,Công ty CP Đầu tư Phát triển Phương Nam,Công ty CP Đầu tư Phát triển Phương Nam,Ký quỹ,84.748.862.845,87.191.647.357,,84748862845.0,87191647357.0
Công ty CP Gạch men Anh Em,Công ty CP Gạch men Anh Em,Công ty CP Gạch men Anh Em,Lãi vay phải thu,25.611.093.857,22.045.543.248,,25611093857.0,22045543248.0
Công ty TNHH Du lịch DIC,Công ty TNHH Du lịch DIC,Công ty TNHH Du lịch DIC,Chi hộ,-,15.940.501.271,,,15940501271.0
Công ty CP Vina Đại PhướcCông ty TNHH MTV Đầu Tư Phát Triển Đô Thị và Khu Công Nghiệp DIC,Công ty CP Vina Đại PhướcCông ty TNHH MTV Đầu Tư Phát Triển Đô Thị và Khu Công Nghiệp DIC,Công ty CP Vina Đại PhướcCông ty TNHH MTV Đầu Tư Phát Triển Đô Thị và Khu Công Nghiệp DIC,Cổ tức phải thu,-,453.272.180,,,453272180.0
Công ty CP Vina Đại PhướcCông ty TNHH MTV Đầu Tư Phát Triển Đô Thị và Khu Công Nghiệp DIC,Công ty CP Vina Đại PhướcCông ty TNHH MTV Đầu Tư Phát Triển Đô Thị và Khu Công Nghiệp DIC,Công ty CP Vina Đại PhướcCông ty TNHH MTV Đầu Tư Phát Triển Đô Thị và Khu Công Nghiệp DIC,Chi hộ,100.000.000,-,,100000000.0,
Công ty CP Xây dựng DIC HoldingsDài hạnCông ty CP Đầu tư Thương mại DIC,Công ty CP Xây dựng DIC HoldingsDài hạnCông ty CP Đầu tư Thương mại DIC,Công ty CP Xây dựng DIC HoldingsDài hạnCông ty CP Đầu tư Thương mại DIC,Chi hộ,30.000.000,-,,30000000.0,
