row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,1.186.549.353.622,2.042.249.988.946,1.0,,1186549353622.0,2042249988946.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,VI.2,29.707.318.113,15.566.720.497,2.0,,29707318113.0,15566720497.0
3. Doanh thu thuần bán hàng và cung cấp dịch vụ,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,10,VI.3,1.156.842.035.509,2.026.683.268.449,10.0,,1156842035509.0,2026683268449.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,VI.4,600.402.035.765,1.233.238.788.502,11.0,,600402035765.0,1233238788502.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,556.439.999.744,793.444.479.947,20.0,,556439999744.0,793444479947.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,VI.5,85.610.399.032,35.347.781.236,21.0,,85610399032.0,35347781236.0
7. Chỉ phí tài chính,7. Chỉ phí tài chính,7. Chỉ phí tài chính,22,VI.6,292.220.290.687,69.292.148.650,22.0,,292220290687.0,69292148650.0
Trong đó: Chỉ phí lãi vay,Trong đó: Chỉ phí lãi vay,Trong đó: Chỉ phí lãi vay,23,,220.242.839.269,82.185.812.180,23.0,,220242839269.0,82185812180.0
8. Chỉ phí bán hàng,8. Chỉ phí bán hàng,8. Chỉ phí bán hàng,25,VI.7,63.969.229.920,160.523.074.724,25.0,,63969229920.0,160523074724.0
9. Chỉ phí quản lý doanh nghiệp,9. Chỉ phí quản lý doanh nghiệp,9. Chỉ phí quản lý doanh nghiệp,26,VI.8,112.482.330.674,115.566.989.681,26.0,,112482330674.0,115566989681.0
10. Lợi nhuận thuần từ hoạt động kinh doanh,10. Lợi nhuận thuần từ hoạt động kinh doanh,10. Lợi nhuận thuần từ hoạt động kinh doanh,30,,173.378.547.495,483.410.048.128,30.0,,173378547495.0,483410048128.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,VI.9,6.070.588.531,879.010.112.441,31.0,,6070588531.0,879010112441.0
12. Chỉ phí khác,12. Chỉ phí khác,12. Chỉ phí khác,32,VI.10,10.716.888.171,85.615.405.328,32.0,,10716888171.0,85615405328.0
13. Lợi nhuận khác,13. Lợi nhuận khác,13. Lợi nhuận khác,40,,(4.646.299.640),793.394.707.113,40.0,,-4646299640.0,793394707113.0
14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,50,,168.732.247.855,1.276.804.755.241,50.0,,168732247855.0,1276804755241.0
15. Chỉ phí thuế thu nhập doanh nghiệp hiện hành,15. Chỉ phí thuế thu nhập doanh nghiệp hiện hành,15. Chỉ phí thuế thu nhập doanh nghiệp hiện hành,51,VI.11,38.032.560.117,288.235.074.666,51.0,,38032560117.0,288235074666.0
16. Chỉ phí thuế thu nhập doanh nghiệp hoãn lại,16. Chỉ phí thuế thu nhập doanh nghiệp hoãn lại,16. Chỉ phí thuế thu nhập doanh nghiệp hoãn lại,52,,-,-,52.0,,,
17. Lợi nhuận sau thuế thu nhập doanh nghiệp,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,130.699.687.738,988.569.680.575,60.0,,130699687738.0,988569680575.0
