row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,1.162.927.552.667,1.196.845.378.311,1162927552667.0,1196845378311.0
Chênh lệch còn lại từ hoạt động khai thác tài sản KCHTHK,Chênh lệch còn lại từ hoạt động khai thác tài sản KCHTHK,Chênh lệch còn lại từ hoạt động khai thác tài sản KCHTHK,877.355.282.796,959.711.607.153,877355282796.0,959711607153.0
"Ký quỹ, ký cược ngắn hạn","Ký quỹ, ký cược ngắn hạn","Ký quỹ, ký cược ngắn hạn",99.758.268.374,65.485.049.714,99758268374.0,65485049714.0
Sân đồ ô tô Cảng Hàng không Thọ,Sân đồ ô tô Cảng Hàng không Thọ,Sân đồ ô tô Cảng Hàng không Thọ,75.132.858.000,75.132.858.000,75132858000.0,75132858000.0
Xuân do tỉnh Thanh Hóa đầu tư và bàn giao,Xuân do tỉnh Thanh Hóa đầu tư và bàn giao,Xuân do tỉnh Thanh Hóa đầu tư và bàn giao,,,,
Phí nhượng quyền khai tháccảng hàng không,Xuân do tỉnh Thanh Hóa đầu tư và bàn giao > Phí nhượng quyền khai tháccảng hàng không,Phí nhượng quyền khai tháccảng hàng không,18.907.065.000,7.052.085.000,18907065000.0,7052085000.0
Kinh phí công đoàn,Xuân do tỉnh Thanh Hóa đầu tư và bàn giao > Kinh phí công đoàn,Kinh phí công đoàn,6.066.945.103,11.541.208.603,6066945103.0,11541208603.0
Phải trả thuế thu nhập cá nhâncho người lao động,Xuân do tỉnh Thanh Hóa đầu tư và bàn giao > Phải trả thuế thu nhập cá nhâncho người lao động,Phải trả thuế thu nhập cá nhâncho người lao động,78.214.789.568,70.501.819.914,78214789568.0,70501819914.0
Cổ tức phải trả,Xuân do tỉnh Thanh Hóa đầu tư và bàn giao > Cổ tức phải trả,Cổ tức phải trả,122.578.500,147.088.500,122578500.0,147088500.0
Các khoản khác,Xuân do tỉnh Thanh Hóa đầu tư và bàn giao > Các khoản khác,Các khoản khác,7.369.765.326,7.273.661.427,7369765326.0,7273661427.0
Dài hạn,Xuân do tỉnh Thanh Hóa đầu tư và bàn giao > Dài hạn,Dài hạn,68.156.364.914,63.393.074.867,68156364914.0,63393074867.0
"Ký quỹ, ký cược dài hạn","Xuân do tỉnh Thanh Hóa đầu tư và bàn giao > Ký quỹ, ký cược dài hạn","Ký quỹ, ký cược dài hạn",68.156.364.914,63.393.074.867,68156364914.0,63393074867.0
TỔNG CỘNG,Xuân do tỉnh Thanh Hóa đầu tư và bàn giao > TỔNG CỘNG,TỔNG CỘNG,1.231.083.917.581,1.260.238.453.178,1231083917581.0,1260238453178.0
