row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,646.476.003.790,413.988.151.682,646476003790.0,413988151682.0
"Chi phí vật liệu, đồ dùng văn phòng","Chi phí vật liệu, đồ dùng văn phòng","Chi phí vật liệu, đồ dùng văn phòng",11.468.743.751,8.340.779.133,11468743751.0,8340779133.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,35.004.325.680,39.062.934.653,35004325680.0,39062934653.0
"Thuế, phí và lệ phí","Thuế, phí và lệ phí","Thuế, phí và lệ phí",12.966.479.827,10.587.866.651,12966479827.0,10587866651.0
Chi phí sửa chữa tài sản,Chi phí sửa chữa tài sản,Chi phí sửa chữa tài sản,14.561.680.701,13.943.452.244,14561680701.0,13943452244.0
"Chi phí điện, nước, thông tin liên lạc","Chi phí điện, nước, thông tin liên lạc","Chi phí điện, nước, thông tin liên lạc",21.409.408.834,19.269.716.507,21409408834.0,19269716507.0
Chi phí dịch vụ mua ngoài khác,Chi phí dịch vụ mua ngoài khác,Chi phí dịch vụ mua ngoài khác,42.699.042.485,25.149.503.373,42699042485.0,25149503373.0
Chi phí phúc lợi cho người lao động,Chi phí phúc lợi cho người lao động,Chi phí phúc lợi cho người lao động,30.171.032.082,16.350.280.374,30171032082.0,16350280374.0
Công tác phí,Công tác phí,Công tác phí,18.515.418.945,5.423.494.461,18515418945.0,5423494461.0
"Chi ùng hộ, tài trợ","Chi ùng hộ, tài trợ","Chi ùng hộ, tài trợ",30.010.000.000,200.326.692.120,30010000000.0,200326692120.0
Chi phí bằng tiền khác,Chi phí bằng tiền khác,Chi phí bằng tiền khác,86.159.743.419,42.867.190.336,86159743419.0,42867190336.0
Trích lập dự phòng nợ phải thu khó đòi,Trích lập dự phòng nợ phải thu khó đòi,Trích lập dự phòng nợ phải thu khó đòi,755.343.222.770,436.525.754.222,755343222770.0,436525754222.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.704.785.102.284,1.231.835.815.756,1704785102284.0,1231835815756.0
