row_label_raw,row_label_full,col_0,Báo cáo kết quả hoạt động kinh doanh hợp nhất,Báo cáo kết quả hoạt động kinh doanh hợp nhất_1,numeric__Báo cáo kết quả hoạt động kinh doanh hợp nhất,numeric__Báo cáo kết quả hoạt động kinh doanh hợp nhất_1
,,,Năm nay VND,Năm trước VND,,
Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,(134.832.161.551),466.520.710,-134832161551.0,466520710.0
Trích trước chi phí thuê đất (chưa có thông báo của Cơ quan Thuế),Trích trước chi phí thuê đất (chưa có thông báo của Cơ quan Thuế),Trích trước chi phí thuê đất (chưa có thông báo của Cơ quan Thuế),(3.287.668.524),(2.440.973.576),-3287668524.0,-2440973576.0
Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ,(1.744.713.047),(378.737.538),-1744713047.0,-378737538.0
Chỉ phí sửa chữa (chưa có hóa đơn),Chỉ phí sửa chữa (chưa có hóa đơn),Chỉ phí sửa chữa (chưa có hóa đơn),(3.011.980.465),1.349.305.237,-3011980465.0,1349305237.0
Khấu hao tài sản cố định tạm tăng (chưa có hóa đơn),Khấu hao tài sản cố định tạm tăng (chưa có hóa đơn),Khấu hao tài sản cố định tạm tăng (chưa có hóa đơn),21.746.651,33.028.155.117,21746651.0,33028155117.0
Dự phòng các khoản đầu tư tài chính,Dự phòng các khoản đầu tư tài chính,Dự phòng các khoản đầu tư tài chính,(129.662.464),110.948.783,-129662464.0,110948783.0
(Thu nhập) chi phí thuế TNDN hoãn lại,(Thu nhập) chi phí thuế TNDN hoãn lại,(Thu nhập) chi phí thuế TNDN hoãn lại,(142.984.439.400),32.135.218.733,-142984439400.0,32135218733.0
