row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,8.789.031.760.266,990.285.234.886,8789031760266.0,990285234886.0
Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,811.835.998.196,174.237.206.923,811835998196.0,174237206923.0
Khấu hao tài sản cố định tạm tăng(chưa có hóa đơn),Khấu hao tài sản cố định tạm tăng(chưa có hóa đơn),Khấu hao tài sản cố định tạm tăng(chưa có hóa đơn),45.520.821.686,45.629.554.938,45520821686.0,45629554938.0
Trích trước chi phí thuê đất(chưa có thông báo của Cơ quan Thuế)Lỗ chênh lệch tỷ giá hối đoáido đánh giá lại các khoản mục tiềnvà phải thu có gốc ngoại tệ,Trích trước chi phí thuê đất(chưa có thông báo của Cơ quan Thuế)Lỗ chênh lệch tỷ giá hối đoáido đánh giá lại các khoản mục tiềnvà phải thu có gốc ngoại tệ,Trích trước chi phí thuê đất(chưa có thông báo của Cơ quan Thuế)Lỗ chênh lệch tỷ giá hối đoáido đánh giá lại các khoản mục tiềnvà phải thu có gốc ngoại tệ,62.898.447.295,46.460.104.673,62898447295.0,46460104673.0
Chi phí sửa chữa (chưa có hóa đơn)Lỗ không tính thuế từ công ty con,Chi phí sửa chữa (chưa có hóa đơn)Lỗ không tính thuế từ công ty con,Chi phí sửa chữa (chưa có hóa đơn)Lỗ không tính thuế từ công ty con,14.638.669.846,5.915.104.618,14638669846.0,5915104618.0
Chi phí sửa chữa (chưa có hóa đơn)Lỗ không tính thuế từ công ty con,Chi phí sửa chữa (chưa có hóa đơn)Lỗ không tính thuế từ công ty con,Chi phí sửa chữa (chưa có hóa đơn)Lỗ không tính thuế từ công ty con,14.159.905.598,75.762.818.507,14159905598.0,75762818507.0
Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,-,280.938.994,,280938994.0
Chi phí loại trừ khi tính thuế,Chi phí loại trừ khi tính thuế,Chi phí loại trừ khi tính thuế,674.160.807.757,-,674160807757.0,
Chi phí loại trừ khi tính thuế,Chi phí loại trừ khi tính thuế,Chi phí loại trừ khi tính thuế,457.346.014,188.685.193,457346014.0,188685193.0
Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,(108.425.855.668),(261.614.953.154),-108425855668.0,-261614953154.0
Khấu hao tài sản tạm tăng(chưa có hóa đơn),Khấu hao tài sản tạm tăng(chưa có hóa đơn),Khấu hao tài sản tạm tăng(chưa có hóa đơn),(45.629.554.938),(210.770.330.525),-45629554938.0,-210770330525.0
Chi phí thuê đất(chưa có thông báo của Cơ quan Thuế),Chi phí thuê đất(chưa có thông báo của Cơ quan Thuế),Chi phí thuê đất(chưa có thông báo của Cơ quan Thuế),(46.460.104.673),(34.255.236.794),-46460104673.0,-34255236794.0
Chi phí sửa chữa (chưa có hóa đơn)Lỗ chênh lệch tỷ giá hối đoái dođánh giá lại các khoản mục tiềnvà phải thu có gốc ngoại tệ,Chi phí sửa chữa (chưa có hóa đơn)Lỗ chênh lệch tỷ giá hối đoái dođánh giá lại các khoản mục tiềnvà phải thu có gốc ngoại tệ,Chi phí sửa chữa (chưa có hóa đơn)Lỗ chênh lệch tỷ giá hối đoái dođánh giá lại các khoản mục tiềnvà phải thu có gốc ngoại tệ,-,(6.746.526.184),,-6746526184.0
Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,(5.915.104.618),(4.021.416.929),-5915104618.0,-4021416929.0
Dự phòng các khoản đầu tư tài chính,Dự phòng các khoản đầu tư tài chính,Dự phòng các khoản đầu tư tài chính,-,(2.332.603.553),,-2332603553.0
Lỗ năm trước chuyển sang từcông ty con,Lỗ năm trước chuyển sang từcông ty con,Lỗ năm trước chuyển sang từcông ty con,3.582.407.572,(3.488.839.169),3582407572.0,-3488839169.0
Lỗ năm trước chuyển sang từcông ty con,Lỗ năm trước chuyển sang từcông ty con,Lỗ năm trước chuyển sang từcông ty con,(14.003.499.011),-,-14003499011.0,
Thu nhập không chịu thuế,Thu nhập không chịu thuế,Thu nhập không chịu thuế,(282.402.490.416),(60.154.762.941),-282402490416.0,-60154762941.0
Thu nhập tính thuế kỳ hiện hành,Thu nhập tính thuế kỳ hiện hành,Thu nhập tính thuế kỳ hiện hành,9.210.039.412.378,842.752.725.714,9210039412378.0,842752725714.0
Thuế suất thông thường,Thuế suất thông thường,Thuế suất thông thường,20%,20%,0.2,0.2
Chi phí thuế thu nhập doanh nghiệphiện hành,Chi phí thuế thu nhập doanh nghiệphiện hành,Chi phí thuế thu nhập doanh nghiệphiện hành,1.842.007.882.477,168.550.545.143,1842007882477.0,168550545143.0
