row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,6.288.458.335.002,2.729.716.323.820,6288458335002.0,2729716323820.0
Bên liên quan (Thuyết minh số 30),Bên liên quan (Thuyết minh số 30),Bên liên quan (Thuyết minh số 30),62.771.516.867,14.558.566.264,62771516867.0,14558566264.0
Phải thu ngắn hạn các bên khác,Phải thu ngắn hạn các bên khác,Phải thu ngắn hạn các bên khác,6.225.686.818.135,2.715.157.757.556,6225686818135.0,2715157757556.0
- Công ty Cổ phần Hàng không Vietjet,- Công ty Cổ phần Hàng không Vietjet,- Công ty Cổ phần Hàng không Vietjet,2.430.974.350.281,817.948.560.831,2430974350281.0,817948560831.0
- Tổng Công ty Hàng không Việt Nam,- Tổng Công ty Hàng không Việt Nam,- Tổng Công ty Hàng không Việt Nam,1.306.429.704.104,788.665.358.445,1306429704104.0,788665358445.0
- Công ty Cổ phần Hàng không Tre Việt,- Công ty Cổ phần Hàng không Tre Việt,- Công ty Cổ phần Hàng không Tre Việt,1.230.874.216.337,451.275.614.206,1230874216337.0,451275614206.0
- Công ty Cổ phần Hàng không Pacific Airlines,- Công ty Cổ phần Hàng không Pacific Airlines,- Công ty Cổ phần Hàng không Pacific Airlines,580.083.695.441,380.849.172.445,580083695441.0,380849172445.0
- Đối tượng khác,- Đối tượng khác,- Đối tượng khác,677.324.851.972,276.419.051.629,677324851972.0,276419051629.0
Dài hạn,Dài hạn,Dài hạn,5.600.000.200,5.600.000.200,5600000200.0,5600000200.0
- Công ty Cổ phần Hoàng Long Yến,- Công ty Cổ phần Hoàng Long Yến,- Công ty Cổ phần Hoàng Long Yến,5.600.000.200,5.600.000.200,5600000200.0,5600000200.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,6.294.058.335.202,2.735.316.324.020,6294058335202.0,2735316324020.0
Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,(1.250.824.917.388),(495.481.694.618),-1250824917388.0,-495481694618.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,5.043.233.417.814,2.239.834.629.402,5043233417814.0,2239834629402.0
