row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Tổng Công ty Xây dựng Hà Nội - CTCP,Tổng Công ty Xây dựng Hà Nội - CTCP,Tổng Công ty Xây dựng Hà Nội - CTCP,102.027.488.944,-,102027488944.0,
Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,69.943.338.187,67.038.868.486,69943338187.0,67038868486.0
Công ty Cổ phần VIMECO,Công ty Cổ phần VIMECO,Công ty Cổ phần VIMECO,59.075.690.344,-,59075690344.0,
Tổng Công ty Xây dựng số 1 - CTCP (CC1),Tổng Công ty Xây dựng số 1 - CTCP (CC1),Tổng Công ty Xây dựng số 1 - CTCP (CC1),34.009.162.981,-,34009162981.0,
"Hội đồng bồi thường, hỗ trợ và tái định cư","Hội đồng bồi thường, hỗ trợ và tái định cư","Hội đồng bồi thường, hỗ trợ và tái định cư",16.794.345.255,16.794.345.255,16794345255.0,16794345255.0
Dự án Mở rộng Cảng Hàng không Quốc tế Phú Bài tại Thị xã Hương Thủy,Dự án Mở rộng Cảng Hàng không Quốc tế Phú Bài tại Thị xã Hương Thủy,Dự án Mở rộng Cảng Hàng không Quốc tế Phú Bài tại Thị xã Hương Thủy,,,,
Tổng Công ty Xây dựng Trường Sơn,Dự án Mở rộng Cảng Hàng không Quốc tế Phú Bài tại Thị xã Hương Thủy > Tổng Công ty Xây dựng Trường Sơn,Tổng Công ty Xây dựng Trường Sơn,16.713.777.103,-,16713777103.0,
Công ty Cổ phần Công trình và Thương mại Giao thông Vận tải,Dự án Mở rộng Cảng Hàng không Quốc tế Phú Bài tại Thị xã Hương Thủy > Công ty Cổ phần Công trình và Thương mại Giao thông Vận tải,Công ty Cổ phần Công trình và Thương mại Giao thông Vận tải,11.793.110.348,11.793.110.348,11793110348.0,11793110348.0
Công ty TNHH MTV Thiết kế và Tư vấn Xây dựng Công trình hàng không ADCC,Dự án Mở rộng Cảng Hàng không Quốc tế Phú Bài tại Thị xã Hương Thủy > Công ty TNHH MTV Thiết kế và Tư vấn Xây dựng Công trình hàng không ADCC,Công ty TNHH MTV Thiết kế và Tư vấn Xây dựng Công trình hàng không ADCC,9.700.077.119,25.148.509.999,9700077119.0,25148509999.0
Các nhà cung cấp khác,Dự án Mở rộng Cảng Hàng không Quốc tế Phú Bài tại Thị xã Hương Thủy > Các nhà cung cấp khác,Các nhà cung cấp khác,87.138.985.514,284.259.069.206,87138985514.0,284259069206.0
TỔNG CỘNG,Dự án Mở rộng Cảng Hàng không Quốc tế Phú Bài tại Thị xã Hương Thủy > TỔNG CỘNG,TỔNG CỘNG,407.195.975.795,405.033.903.294,407195975795.0,405033903294.0
