row_label_raw,row_label_full,Giá trị tạm tăng công trình XDCB,Số cuối năm VND > 90.037.309.032,Số đầu năm VND > 57.656.140.629,numeric__Số cuối năm VND > 90.037.309.032,numeric__Số đầu năm VND > 57.656.140.629
"Tiền thuê đất, thuế đất","Tiền thuê đất, thuế đất","Tiền thuê đất, thuế đất",68.514.070.435,46.460.104.673,68514070435.0,46460104673.0
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,21.146.000.000,24.955.000.000,21146000000.0,24955000000.0
Chi phí hoa hồng thu hộ,Chi phí hoa hồng thu hộ,Chi phí hoa hồng thu hộ,18.344.654.873,-,18344654873.0,
Tiền điện,Tiền điện,Tiền điện,5.292.871.657,1.186.798.717,5292871657.0,1186798717.0
"Khám sức khỏe, bồi dưỡng độc hại","Khám sức khỏe, bồi dưỡng độc hại","Khám sức khỏe, bồi dưỡng độc hại",4.752.661.462,5.891.083.467,4752661462.0,5891083467.0
Dịch vụ vệ sinh,Dịch vụ vệ sinh,Dịch vụ vệ sinh,4.309.591.196,397.901.219,4309591196.0,397901219.0
Tiền nước sinh hoạt,Tiền nước sinh hoạt,Tiền nước sinh hoạt,1.589.982.302,632.222.753,1589982302.0,632222753.0
Các khoản khác,Các khoản khác,Các khoản khác,2.414.179.845,3.634.986.289,2414179845.0,3634986289.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,216.401.320.802,140.814.237.747,216401320802.0,140814237747.0
