row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Ngắn hạn,Ngắn hạn,Ngắn hạn,1.023.024.859.536,1.020.786.874.785,1023024859536.0,1020786874785.0
Lãi tiền gửi có kỳ hạn,Lãi tiền gửi có kỳ hạn,Lãi tiền gửi có kỳ hạn,844.121.400.547,837.928.927.398,844121400547.0,837928927398.0
Cổ tức lợi nhuận được chia,Cổ tức lợi nhuận được chia,Cổ tức lợi nhuận được chia,21.250.000.000,11.250.000.000,21250000000.0,11250000000.0
Phải thu về cổ phần hóa,Phải thu về cổ phần hóa,Phải thu về cổ phần hóa,68.979.496.633,68.979.496.633,68979496633.0,68979496633.0
Tài sản khí tượng bàn giao cho Tổng công tyQuản lý Bay Việt Nam theo Quyết định số3976/QĐ-BGTVT,Tài sản khí tượng bàn giao cho Tổng công tyQuản lý Bay Việt Nam theo Quyết định số3976/QĐ-BGTVT,Tài sản khí tượng bàn giao cho Tổng công tyQuản lý Bay Việt Nam theo Quyết định số3976/QĐ-BGTVT,52.411.366.089,55.749.867.742,52411366089.0,55749867742.0
Thuế GTGT đầu vào chưakê khai khấu trừ,Thuế GTGT đầu vào chưakê khai khấu trừ,Thuế GTGT đầu vào chưakê khai khấu trừ,14.037.913.837,5.975.608.558,14037913837.0,5975608558.0
Tạm ứng,Tạm ứng,Tạm ứng,10.480.641.029,5.338.891.466,10480641029.0,5338891466.0
Phải thu Công ty Cổ phần Đầu tư TCPgiá trị tài sản trên đất và thuê đất,Phải thu Công ty Cổ phần Đầu tư TCPgiá trị tài sản trên đất và thuê đất,Phải thu Công ty Cổ phần Đầu tư TCPgiá trị tài sản trên đất và thuê đất,-,8.671.912.247,,8671912247.0
Các khoản khác,Các khoản khác,Các khoản khác,11.744.041.401,26.892.170.741,11744041401.0,26892170741.0
Dài hạn,Dài hạn,Dài hạn,265.501.804.717,265.501.804.717,265501804717.0,265501804717.0
Chi phí đến bù giải phóng mặt bằngđối với diện tích không được giaosử dụng tại Phú Quốc,Chi phí đến bù giải phóng mặt bằngđối với diện tích không được giaosử dụng tại Phú Quốc,Chi phí đến bù giải phóng mặt bằngđối với diện tích không được giaosử dụng tại Phú Quốc,184.565.128.906,184.565.128.906,184565128906.0,184565128906.0
Khoản ứng trước cho Trung tâm phát triểnquỹ đất Sóc Sơn tiền giải phóng mặt bằng T2Nội Bài,Khoản ứng trước cho Trung tâm phát triểnquỹ đất Sóc Sơn tiền giải phóng mặt bằng T2Nội Bài,Khoản ứng trước cho Trung tâm phát triểnquỹ đất Sóc Sơn tiền giải phóng mặt bằng T2Nội Bài,80.936.675.811,80.936.675.811,80936675811.0,80936675811.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.288.526.664.253,1.286.288.679.502,1288526664253.0,1286288679502.0
