row_label_raw,row_label_full,"Tên công ty liên doanh, liên kết",Lĩnh vực kinh doanh,Số cuối năm > Số lượng cổ phiếu,Số cuối năm > Giá trị khoản đầu tư VND,Số cuối năm > Tỷ lệ sở hữu (%),Số đầu năm > Số lượng cổ phiếu,Số đầu năm > Giá trị khoản đầu tư VND,Số đầu năm > Tỷ lệ sở hữu (%),numeric__Lĩnh vực kinh doanh,numeric__Số cuối năm > Số lượng cổ phiếu,numeric__Số cuối năm > Giá trị khoản đầu tư VND,numeric__Số cuối năm > Tỷ lệ sở hữu (%),numeric__Số đầu năm > Số lượng cổ phiếu,numeric__Số đầu năm > Giá trị khoản đầu tư VND,numeric__Số đầu năm > Tỷ lệ sở hữu (%)
Công ty Cổ phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất,Công ty Cổ phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất,Công ty Cổ phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất,Kinh doanh thương mại dịch vụ tại sân bay,65.504.200,1.678.743.841.164,"49,07",65.504.200,1.627.426.775.409,"49,07",,65504200.0,1678743841164.0,49.07,65504200.0,1627426775409.0,49.07
Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Dịch vụ thương mại mặt đất tại sân bay,16.128.051,802.958.835.302,"48,03",16.128.051,782.002.461.835,"48,03",,16128051.0,802958835302.0,48.03,16128051.0,782002461835.0,48.03
Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Dịch vụ mặt đất tại sân bay Nội Bài,6.000.000,77.172.786.148,"20,00",5.000.000,67.514.536.685,"20,00",,6000000.0,77172786148.0,20.0,5000000.0,67514536685.0,20.0
Công ty TNHH Dịch vụ Bảo dưỡng Máy bay Cảng Hàng không Miền Nam (*),Công ty TNHH Dịch vụ Bảo dưỡng Máy bay Cảng Hàng không Miền Nam (*),Công ty TNHH Dịch vụ Bảo dưỡng Máy bay Cảng Hàng không Miền Nam (*),Bảo dưỡng và sửa chữa máy bay,,49.233.852.430,"51,00",,44.204.852.685,"51,00",,,49233852430.0,51.0,,44204852685.0,51.0
Công ty Cổ phần Vận tải Hàng không Miền Nam,Công ty Cổ phần Vận tải Hàng không Miền Nam,Công ty Cổ phần Vận tải Hàng không Miền Nam,Vận tải hành khách đường bộ,1.305.000,13.662.371.879,"30,00",1.305.000,8.829.795.081,"30,00",,1305000.0,13662371879.0,30.0,1305000.0,8829795081.0,30.0
Công ty Cổ phần Thương mại Hàng không Miền Nam,Công ty Cổ phần Thương mại Hàng không Miền Nam,Công ty Cổ phần Thương mại Hàng không Miền Nam,"Sản xuất nước uống tinh khiết, nước khoáng đóng chai",493.000,3.478.701.026,"29,53",493.000,4.314.202.283,"29,53",,493000.0,3478701026.0,29.53,493000.0,4314202283.0,29.53
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,2.625.250.387.949,,,2.534.292.623.978,,,,2625250387949.0,,,2534292623978.0,
