row_label_raw,row_label_full,TÀI SẢN,TÀI SẢN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,200,,13.899.439.944.775,13.814.879.757.075,,200.0,,13899439944775.0,13814879757075.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,1.299.534.887.979,1.035.053.164.657,,210.0,,1299534887979.0,1035053164657.0
1.,1.,1.,Phải thu dài hạn của khách hàng,211,V.3b,733.909.756.463,440.039.189.694,,211.0,,733909756463.0,440039189694.0
2.,2.,2.,Trả trước cho người bán dài hạn,212,,-,-,,212.0,,,
3.,3.,3.,Vốn kinh doanh ở đơn vị trực thuộc,213,,-,-,,213.0,,,
4.,4.,4.,Phải thu nội bộ dài hạn,214,,-,-,,214.0,,,
5.,5.,5.,Phải thu về cho vay dài hạn,215,V.5b,558.840.516.746,587.989.026.998,,215.0,,558840516746.0,587989026998.0
6.,6.,6.,Phải thu dài hạn khác,216,V.6b,6.784.614.770,7.024.947.965,,216.0,,6784614770.0,7024947965.0
7.,7.,7.,Dự phòng phải thu dài hạn khó đòi,219,,-,-,,219.0,,,
II.,II.,II.,Tài sản cố định,220,,8.896.802.855.286,9.532.939.040.898,,220.0,,8896802855286.0,9532939040898.0
1.,1.,1.,Tài sản cố định hữu hình,221,V.10,8.822.302.153.547,9.476.472.181.517,,221.0,,8822302153547.0,9476472181517.0
,,,Nguyên giá,222,,17.781.483.865.757,17.995.035.979.640,,222.0,,17781483865757.0,17995035979640.0
,,,Giá trị hao mòn lũy kế,223,,(8.959.181.712.210),(8.518.563.798.123),,223.0,,-8959181712210.0,-8518563798123.0
2.,2.,2.,Tài sản cố định thuê tài chính,224,V.11,66.282.201.743,47.809.171.227,,224.0,,66282201743.0,47809171227.0
,,,Nguyên giá,225,,102.014.490.682,79.407.784.501,,225.0,,102014490682.0,79407784501.0
,,,Giá trị hao mòn lũy kế,226,,(35.732.288.939),(31.598.613.274),,226.0,,-35732288939.0,-31598613274.0
3.,3.,3.,Tài sản cố định vô hình,227,V.12,8.218.499.996,8.657.688.154,,227.0,,8218499996.0,8657688154.0
,,,Nguyên giá,228,,14.097.397.123,14.097.397.123,,228.0,,14097397123.0,14097397123.0
,,,Giá trị hao mòn lũy kế,229,,(5.878.897.127),(5.439.708.969),,229.0,,-5878897127.0,-5439708969.0
III.,III.,III.,Bất động sản đầu tư,230,,-,-,,230.0,,,
,,,Nguyên giá,231,,-,-,,231.0,,,
,,,Giá trị hao mòn lũy kế,232,,-,-,,232.0,,,
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,V.13,131.872.109.403,192.300.489.881,,240.0,,131872109403.0,192300489881.0
1.,1.,1.,"Chỉ phí sản xuất, kinh doanh dở dang dài hạn",241,,-,-,,241.0,,,
2.,2.,2.,Chỉ phí xây dựng cơ bản dở dang,242,,131.872.109.403,192.300.489.881,,242.0,,131872109403.0,192300489881.0
V.,V.,V.,Đầu tư tài chính dài hạn,250,,3.288.079.622.249,2.719.527.790.323,,250.0,,3288079622249.0,2719527790323.0
1.,1.,1.,Đầu tư vào công ty con,251,,-,-,,251.0,,,
2.,2.,2.,"Đầu tư vào công ty liên doanh, liên kết",252,V.2c,2.962.761.962.339,2.403.122.974.806,,252.0,,2962761962339.0,2403122974806.0
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,V.2d,350.672.468.042,354.953.481.478,,253.0,,350672468042.0,354953481478.0
4.,4.,4.,Dự phòng đầu tư tài chính dài hạn,254,,(26.354.808.132),(39.548.665.961),,254.0,,-26354808132.0,-39548665961.0
5.,5.,5.,Đầu tư nằm giữ đến ngày đáo hạn,255,V.2b,1.000.000.000,1.000.000.000,,255.0,,1000000000.0,1000000000.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,283.150.469.858,335.059.271.316,,260.0,,283150469858.0,335059271316.0
1.,1.,1.,Chỉ phí trả trước dài hạn,261,V.9b,139.691.454.093,175.201.454.418,,261.0,,139691454093.0,175201454418.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,,6.676.783.430,6.962.386.535,,262.0,,6676783430.0,6962386535.0
3.,3.,3.,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,,24.234.515.399,21.003.637.490,,263.0,,24234515399.0,21003637490.0
4.,4.,4.,Tài sản dài hạn khác,268,,-,-,,268.0,,,
5.,5.,5.,Lợi thế thương mại,269,,112.547.716.936,131.891.792.873,,269.0,,112547716936.0,131891792873.0
,,,TỔNG CỘNG TÀI SẢN,270,,24.437.110.047.617,26.053.902.900.934,,270.0,,24437110047617.0,26053902900934.0
