row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,17.072.093.141.508,18.883.330.709.902,,300.0,,17072093141508.0,18883330709902.0
I.,I.,I.,Nợ ngắn hạn,310,,10.381.591.750.552,12.173.642.240.817,,310.0,,10381591750552.0,12173642240817.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.14a,1.751.697.602.668,2.262.551.161.663,,311.0,,1751697602668.0,2262551161663.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,V.15,664.118.962.544,806.318.921.271,,312.0,,664118962544.0,806318921271.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.16,249.374.016.597,249.462.096.512,,313.0,,249374016597.0,249462096512.0
4.,4.,4.,Phải trả người lao động,314,,251.597.431.864,267.076.753.809,,314.0,,251597431864.0,267076753809.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,V.17,1.043.738.225.300,1.189.644.473.633,,315.0,,1043738225300.0,1189644473633.0
6.,6.,6.,Phải trả nội bộ ngắn hạn,316,,-,-,,316.0,,,
7.,7.,7.,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,-,-,,317.0,,,
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,V.18,39.258.208.628,12.976.296.293,,318.0,,39258208628.0,12976296293.0
9.,9.,9.,Phải trả ngắn hạn khác,319,V.19a,1.711.448.499.457,2.149.837.480.414,,319.0,,1711448499457.0,2149837480414.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,V.20a,4.634.835.760.403,5.195.425.470.565,,320.0,,4634835760403.0,5195425470565.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,-,1.227.102.179,,321.0,,,1227102179.0
12.,12.,12.,"Quỹ khen thưởng, phúc lợi",322,V.21,35.523.043.091,39.122.484.478,,322.0,,35523043091.0,39122484478.0
13.,13.,13.,Quỹ bình ổn giá,323,,-,-,,323.0,,,
14.,14.,14.,Giao dịch mua bán lại trái phiếu Chính phủ,324,,-,-,,324.0,,,
II.,II.,II.,Nợ dài hạn,330,,6.690.501.390.956,6.709.688.469.085,,330.0,,6690501390956.0,6709688469085.0
1.,1.,1.,Phải trả người bán dài hạn,331,V.14b,400.277.606.774,146.481.030.980,,331.0,,400277606774.0,146481030980.0
2.,2.,2.,Người mua trả tiền trước dài hạn,332,,-,-,,332.0,,,
3.,3.,3.,Chi phí phải trả dài hạn,333,,-,-,,333.0,,,
4.,4.,4.,Phải trả nội bộ về vốn kinh doanh,334,,-,-,,334.0,,,
5.,5.,5.,Phải trả nội bộ dài hạn,335,,-,-,,335.0,,,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,V.18,88.100.822.868,90.439.782.764,,336.0,,88100822868.0,90439782764.0
7.,7.,7.,Phải trả dài hạn khác,337,V.19b,749.170.912.198,91.647.853.477,,337.0,,749170912198.0,91647853477.0
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,V.20b,5.434.411.949.737,6.363.107.483.308,,338.0,,5434411949737.0,6363107483308.0
9.,9.,9.,Trái phiếu chuyển đổi,339,,-,-,,339.0,,,
10.,10.,10.,Cổ phiếu ưu đãi,340,,-,-,,340.0,,,
11.,11.,11.,Thuế thu nhập hoãn lại phải trả,341,,18.540.099.379,16.911.336.619,,341.0,,18540099379.0,16911336619.0
12.,12.,12.,Dự phòng phải trả dài hạn,342,,-,1.100.981.937,,342.0,,,1100981937.0
13.,13.,13.,Quỹ phát triển khoa học và công nghệ,343,,-,-,,343.0,,,
