row_label_raw,row_label_full,col_0,Sản xuất công nghiệp,Xây lắp,Lĩnh vực khác,Cộng,numeric__Sản xuất công nghiệp,numeric__Xây lắp,numeric__Lĩnh vực khác,numeric__Cộng
"Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",,,,142.422.257.476,,,,142422257476.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,,,,70.543.063.030,,,,70543063030.0
Chi phí khác,Chi phí khác,Chi phí khác,,,,(67.624.320.500),,,,-67624320500.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,,,,(123.086.499.760),,,,-123086499760.0
Chi phí thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hoãn lại,,,,(1.914.365.865),,,,-1914365865.0
Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,,,,589.326.287.010,,,,589326287010.0
Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,4.156.475.547,58.582.520.758,685.230.318,63.424.226.623,4156475547.0,58582520758.0,685230318.0,63424226623.0
Tổng chi phí khấu hao và phân bổ chi phí trả trước dài hạn,Tổng chi phí khấu hao và phân bổ chi phí trả trước dài hạn,Tổng chi phí khấu hao và phân bổ chi phí trả trước dài hạn,460.534.169.119,137.402.636.817,40.574.504.052,638.511.309.988,460534169119.0,137402636817.0,40574504052.0,638511309988.0
Năm trước,Năm trước,Năm trước,,,,,,,,
Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,Năm trước > Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,1.950.705.366.175,3.700.380.548.026,348.578.598.757,5.999.664.512.958,1950705366175.0,3700380548026.0,348578598757.0,5999664512958.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận,-,-,-,-,,,,
Tổng doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận > Tổng doanh thu thuần về bán hàng và cung cấp dịch vụ,Tổng doanh thu thuần về bán hàng và cung cấp dịch vụ,1.950.705.366.175,3.700.380.548.026,348.578.598.757,5.999.664.512.958,1950705366175.0,3700380548026.0,348578598757.0,5999664512958.0
Kết quả kinh doanh theo bộ phận,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận > Kết quả kinh doanh theo bộ phận,Kết quả kinh doanh theo bộ phận,898.366.607.557,415.626.705.121,83.556.182.145,1.397.549.494.823,898366607557.0,415626705121.0,83556182145.0,1397549494823.0
Các chi phí không phân bổ theo bộ phận,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận > Các chi phí không phân bổ theo bộ phận,Các chi phí không phân bổ theo bộ phận,,,,(476.807.106.980),,,,-476807106980.0
Lợi nhuận từ hoạt động kinh doanh,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận > Lợi nhuận từ hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh,,,,920.742.387.843,,,,920742387843.0
Doanh thu hoạt động tài chính,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận > Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,,,,217.131.860.091,,,,217131860091.0
Chi phí tài chính,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận > Chi phí tài chính,Chi phí tài chính,,,,(866.789.449.683),,,,-866789449683.0
"Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận > Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",,,,9.798.940.157,,,,9798940157.0
