row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Phải thu các bên liên quan,Phải thu các bên liên quan,Phải thu các bên liên quan,195.073.478.260,210.498.592.392,195073478260.0,210498592392.0
Phải thu về cổ tức lợi nhuận được chia,Phải thu về cổ tức lợi nhuận được chia,Phải thu về cổ tức lợi nhuận được chia,84.007.022.036,80.479.022.036,84007022036.0,80479022036.0
Công ty Cổ phần Sông Đà 2,Công ty Cổ phần Sông Đà 2,Công ty Cổ phần Sông Đà 2,3.528.000.000,-,3528000000.0,
Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu Công nghiệp Sông Đà,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu Công nghiệp Sông Đà,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu Công nghiệp Sông Đà,78.046.612.000,78.046.612.000,78046612000.0,78046612000.0
Công ty TNHH Tư vấn Xây dựng Sông Đà - Ucrin,Công ty TNHH Tư vấn Xây dựng Sông Đà - Ucrin,Công ty TNHH Tư vấn Xây dựng Sông Đà - Ucrin,1.697.410.036,1.697.410.036,1697410036.0,1697410036.0
Công ty Cổ phần Sông Đà 12,Công ty Cổ phần Sông Đà 12,Công ty Cổ phần Sông Đà 12,735.000.000,735.000.000,735000000.0,735000000.0
Phải thu các khoản khác,Phải thu các khoản khác,Phải thu các khoản khác,111.066.456.224,130.019.570.356,111066456224.0,130019570356.0
Công ty Cổ phần Cơ khí Lắp máy Sông Đà,Công ty Cổ phần Cơ khí Lắp máy Sông Đà,Công ty Cổ phần Cơ khí Lắp máy Sông Đà,4.011.346.132,21.988.834.619,4011346132.0,21988834619.0
Công ty Cổ phần Điện Việt Lào,Công ty Cổ phần Điện Việt Lào,Công ty Cổ phần Điện Việt Lào,106.912.309.079,99.692.135.765,106912309079.0,99692135765.0
Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,26.242.254,26.242.254,26242254.0,26242254.0
Công ty TNHH Điện Xekaman 1,Công ty TNHH Điện Xekaman 1,Công ty TNHH Điện Xekaman 1,116.558.759,942.053.461,116558759.0,942053461.0
Công ty TNHH Điện Xekaman 3,Công ty TNHH Điện Xekaman 3,Công ty TNHH Điện Xekaman 3,-,7.227.543.395,,7227543395.0
Chi nhánh Tây Nguyên - Công ty Cổ phần Sông Đà 10.1,Chi nhánh Tây Nguyên - Công ty Cổ phần Sông Đà 10.1,Chi nhánh Tây Nguyên - Công ty Cổ phần Sông Đà 10.1,-,137.334.225,,137334225.0
Công ty TNHH Tư vấn Ucrin,Công ty TNHH Tư vấn Ucrin,Công ty TNHH Tư vấn Ucrin,-,5.426.637,,5426637.0
Phải thu các tổ chức và cá nhân khác,Phải thu các tổ chức và cá nhân khác,Phải thu các tổ chức và cá nhân khác,1.133.487.136.319,1.357.400.191.397,1133487136319.0,1357400191397.0
Cộng,Cộng,Cộng,1.328.560.614.579,1.567.898.783.789,1328560614579.0,1567898783789.0
