row_label_raw,row_label_full,Phải trả người bán là các bên liên quan(Thuyết minh số 34),Số cuối nămVND > 454.311.286.174,Số đầu năm(phân loại)VND > 255.222.554.449,numeric__Số cuối nămVND > 454.311.286.174,numeric__Số đầu năm(phân loại)VND > 255.222.554.449
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,37.165.897.067,60.498.449.613,37165897067.0,60498449613.0
,,,491.477.183.241,315.721.004.062,491477183241.0,315721004062.0
