row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu năm(phân loại lại)VND,numeric__Số cuối nămVND,numeric__Số đầu năm(phân loại lại)VND
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,,
Chi phí lãi vay,a. Ngắn hạn > Chi phí lãi vay,Chi phí lãi vay,128.746.747.214,109.982.513.415,128746747214.0,109982513415.0
Chi phí thuê tàu,a. Ngắn hạn > Chi phí thuê tàu,Chi phí thuê tàu,-,9.475.172.881,,9475172881.0
Phí quản lý,a. Ngắn hạn > Phí quản lý,Phí quản lý,-,7.355.030.511,,7355030511.0
"Phí hoa hồng, đại lý","a. Ngắn hạn > Phí hoa hồng, đại lý","Phí hoa hồng, đại lý",-,158.899.967,,158899967.0
Chi phí khác,a. Ngắn hạn > Chi phí khác,Chi phí khác,1.023.792.079,617.537.365,1023792079.0,617537365.0
,,,129.770.539.293,127.589.154.139,129770539293.0,127589154139.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,,
Phí hoa hồng đại lý,b. Dài hạn > Phí hoa hồng đại lý,Phí hoa hồng đại lý,-,4.838.946.703,,4838946703.0
