row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Dịch vụ cung cấp,Dịch vụ cung cấp,Dịch vụ cung cấp,Dịch vụ cung cấp,Dịch vụ cung cấp,,
Công ty Cổ phần Lộc Hóa Đầu Bình Sơn,Dịch vụ cung cấp > Công ty Cổ phần Lộc Hóa Đầu Bình Sơn,Công ty Cổ phần Lộc Hóa Đầu Bình Sơn,1.183.395.183.308,928.779.891.539,1183395183308.0,928779891539.0
Công ty TNHH MTV Điều Hành Thăm dò Khai thác Dầu khí trong nước,Dịch vụ cung cấp > Công ty TNHH MTV Điều Hành Thăm dò Khai thác Dầu khí trong nước,Công ty TNHH MTV Điều Hành Thăm dò Khai thác Dầu khí trong nước,442.506.020.737,399.564.104.960,442506020737.0,399564104960.0
Tổng Công ty Dầu Việt Nam,Dịch vụ cung cấp > Tổng Công ty Dầu Việt Nam,Tổng Công ty Dầu Việt Nam,435.223.979.183,392.618.594.110,435223979183.0,392618594110.0
Công ty Cổ phần Vận tải Xăng dầu Phương Nam,Dịch vụ cung cấp > Công ty Cổ phần Vận tải Xăng dầu Phương Nam,Công ty Cổ phần Vận tải Xăng dầu Phương Nam,137.433.555.111,92.761.333.757,137433555111.0,92761333757.0
Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương,Dịch vụ cung cấp > Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương,Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương,72.147.793.859,125.730.527.667,72147793859.0,125730527667.0
Công ty Cổ phần Vận tải Dầu Phương Đông Việt,Dịch vụ cung cấp > Công ty Cổ phần Vận tải Dầu Phương Đông Việt,Công ty Cổ phần Vận tải Dầu Phương Đông Việt,62.495.891.318,31.418.703.814,62495891318.0,31418703814.0
Công ty Cổ phần Vận tải Nhật Việt,Dịch vụ cung cấp > Công ty Cổ phần Vận tải Nhật Việt,Công ty Cổ phần Vận tải Nhật Việt,39.785.000.000,37.328.492.000,39785000000.0,37328492000.0
Chi Nhánh Tổng Công Ty Khí Việt Nam - CTCP - Công Ty Kinh Doanh Sản Phẩm Khí,Dịch vụ cung cấp > Chi Nhánh Tổng Công Ty Khí Việt Nam - CTCP - Công Ty Kinh Doanh Sản Phẩm Khí,Chi Nhánh Tổng Công Ty Khí Việt Nam - CTCP - Công Ty Kinh Doanh Sản Phẩm Khí,27.245.805.544,44.423.168.563,27245805544.0,44423168563.0
Công ty Cổ phần Vận tải Dầu khí Hà Nội,Dịch vụ cung cấp > Công ty Cổ phần Vận tải Dầu khí Hà Nội,Công ty Cổ phần Vận tải Dầu khí Hà Nội,13.803.192.262,9.856.085.755,13803192262.0,9856085755.0
