row_label_raw,row_label_full,Dự phòng,Chi phí trích trước,Khác,Tổng,numeric__Chi phí trích trước,numeric__Khác,numeric__Tổng
VND,VND,VND,VND,VND,VND,,,
11.154.756.028,VND > 11.154.756.028,11.154.756.028,16.594.111.482,614.675.498,28.363.543.008,16594111482.0,614675498.0,28363543008.0
(3.454.756.028),VND > (3.454.756.028),(3.454.756.028),4.907.753.019,33.839.676,1.486.836.667,4907753019.0,33839676.0,1486836667.0
7.700.000.000,VND > 7.700.000.000,7.700.000.000,21.501.864.501,648.515.174,29.850.379.675,21501864501.0,648515174.0,29850379675.0
3.373.400.000,VND > 3.373.400.000,3.373.400.000,2.331.413.115,(648.515.174),5.056.297.941,2331413115.0,-648515174.0,5056297941.0
11.073.400.000,VND > 11.073.400.000,11.073.400.000,23.833.277.616,-,34.906.677.616,23833277616.0,,34906677616.0
