row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Cổ tức được chia,Cổ tức được chia,Cổ tức được chia,Cổ tức được chia,Cổ tức được chia,,
Công ty CP Vận tải Dầu Khí Thái Bình Dương,Cổ tức được chia > Công ty CP Vận tải Dầu Khí Thái Bình Dương,Công ty CP Vận tải Dầu Khí Thái Bình Dương,61.200.000.000,61.200.000.000,61200000000.0,61200000000.0
Công ty Cổ phần Vận tải Sản phẩm khí Quốc tế,Cổ tức được chia > Công ty Cổ phần Vận tải Sản phẩm khí Quốc tế,Công ty Cổ phần Vận tải Sản phẩm khí Quốc tế,36.577.620.000,31.700.604.000,36577620000.0,31700604000.0
Công ty Cổ phần Dịch vụ Khai thác Dầu khí PTSC,Cổ tức được chia > Công ty Cổ phần Dịch vụ Khai thác Dầu khí PTSC,Công ty Cổ phần Dịch vụ Khai thác Dầu khí PTSC,29.100.000.000,19.400.000.000,29100000000.0,19400000000.0
Công ty PV KEEZ Pte. Ltd.,Cổ tức được chia > Công ty PV KEEZ Pte. Ltd.,Công ty PV KEEZ Pte. Ltd.,4.434.300.240,4.515.598.582,4434300240.0,4515598582.0
Công ty Cổ phần Vận tải Nhật Việt,Cổ tức được chia > Công ty Cổ phần Vận tải Nhật Việt,Công ty Cổ phần Vận tải Nhật Việt,-,20.400.000.000,,20400000000.0
Cổ tức đã công bố và chi trả,Cổ tức đã công bố và chi trả,Cổ tức đã công bố và chi trả,Cổ tức đã công bố và chi trả,Cổ tức đã công bố và chi trả,,
Tập đoàn Dầu khí Quốc gia Việt Nam,Cổ tức đã công bố và chi trả > Tập đoàn Dầu khí Quốc gia Việt Nam,Tập đoàn Dầu khí Quốc gia Việt Nam,165.062.135.460,57.413.793.048,165062135460.0,57413793048.0
Góp vốn vào công ty con,Góp vốn vào công ty con,Góp vốn vào công ty con,Góp vốn vào công ty con,Góp vốn vào công ty con,,
Công ty Cổ phần Vận tải Nhật Việt,Góp vốn vào công ty con > Công ty Cổ phần Vận tải Nhật Việt,Công ty Cổ phần Vận tải Nhật Việt,183.600.000.000,-,183600000000.0,
Công ty Cổ phần Vận tải Sản phẩm khí Quốc tế,Góp vốn vào công ty con > Công ty Cổ phần Vận tải Sản phẩm khí Quốc tế,Công ty Cổ phần Vận tải Sản phẩm khí Quốc tế,135.472.670.000,-,135472670000.0,
