row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,600.022.506.483,581.949.433.220,,1.0,600022506483.0,581949433220.0
2.,2.,2.,Điều chỉnh cho các khoản:,,,,,,,
,,,Khấu hao tài sản cố định,02,202.569.100.133,170.629.141.918,,2.0,202569100133.0,170629141918.0
,,,Các khoản dự phòng,03,44.298.272.297,34.866.448.357,,3.0,44298272297.0,34866448357.0
,,,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,(7.466.442.107),(1.039.344.094),,4.0,-7466442107.0,-1039344094.0
,,,Lãi từ hoạt động đầu tư,05,(223.603.281.725),(197.411.175.346),,5.0,-223603281725.0,-197411175346.0
,,,Chi phí lãi vay,06,52.706.282.692,64.813.766.864,,6.0,52706282692.0,64813766864.0
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,668.526.437.773,653.808.270.919,,8.0,668526437773.0,653808270919.0
,,,(Tăng)/giảm các khoản phải thu,09,(212.356.330.162),532.501.684.380,,9.0,-212356330162.0,532501684380.0
,,,Tăng hàng tồn kho,10,(8.200.558.873),(2.649.197.739),,10.0,-8200558873.0,-2649197739.0
,,,Tăng các khoản phải trả,11,184.989.554.124,37.613.626.013,,11.0,184989554124.0,37613626013.0
,,,Tăng chi phí trả trước,12,(23.919.159.833),(1.621.135.020),,12.0,-23919159833.0,-1621135020.0
,,,Tiền lãi vay đã trả,14,(32.910.561.313),(47.133.554.876),,14.0,-32910561313.0,-47133554876.0
,,,Thuế thu nhập doanh nghiệp đã nộp,15,(110.407.178.348),(82.897.686.186),,15.0,-110407178348.0,-82897686186.0
,,,Tiền chi khác cho hoạt động kinh doanh,17,(74.742.320.116),(85.410.779.043),,17.0,-74742320116.0,-85410779043.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,390.979.883.252,1.004.211.228.448,,20.0,390979883252.0,1004211228448.0
II.,II.,II.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
1.,II. > 1.,1.,"Tiền chi mua sắm, xây dựng tài sản cố định",21,(466.005.847.964),(1.428.827.705),,21.0,-466005847964.0,-1428827705.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán tài sản cố định",22,-,(138.181.818),,22.0,,-138181818.0
3.,II. > 3.,3.,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác",23,(2.429.300.000.000),(2.529.300.000.000),,23.0,-2429300000000.0,-2529300000000.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,2.454.300.000.000,1.927.300.000.000,,24.0,2454300000000.0,1927300000000.0
5.,II. > 5.,5.,Tiền chi đầu tư góp vốn vào đơn vị khác,25,(319.072.670.000),-,,25.0,-319072670000.0,
6.,II. > 6.,6.,Thu lãi tiền gửi và cố tức được chia,27,240.137.281.681,233.955.425.738,,27.0,240137281681.0,233955425738.0
,,,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(519.941.236.283),(369.611.583.791),,30.0,-519941236283.0,-369611583791.0
