row_label_raw,row_label_full,Thuế giá trị gia tăng > Thuế giá trị gia tăng hàng nhập khẩu,Số đầu nămVND > 14.060.540.972 > -,Số phải nộp trong nămVND > 107.114.875.737 > 15.302.513.054,Số đã thực nộp trong nămVND > 117.985.362.198 > 15.302.513.054,Số cuối nămVND > 3.190.054.511 > -,numeric__Số đầu nămVND > 14.060.540.972 > -,numeric__Số phải nộp trong nămVND > 107.114.875.737 > 15.302.513.054,numeric__Số đã thực nộp trong nămVND > 117.985.362.198 > 15.302.513.054,numeric__Số cuối nămVND > 3.190.054.511 > -
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,-,17.074.627.884,17.074.627.884,-,,17074627884.0,17074627884.0,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,33.701.799.284,102.288.806.238,110.407.178.348,25.583.427.174,33701799284.0,102288806238.0,110407178348.0,25583427174.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,4.866.960.499,35.101.313.366,36.334.943.161,3.633.330.704,4866960499.0,35101313366.0,36334943161.0,3633330704.0
Thuế môn bài,Thuế môn bài,Thuế môn bài,-,5.000.000,5.000.000,-,,5000000.0,5000000.0,
Thuế khác,Thuế khác,Thuế khác,34.530.765,3.610.455.884,3.599.192.129,45.794.520,34530765.0,3610455884.0,3599192129.0,45794520.0
,,,52.663.831.520,280.497.592.163,300.708.816.774,32.452.606.909,52663831520.0,280497592163.0,300708816774.0,32452606909.0
