row_label_raw,row_label_full,col_0,Tài sản,Tài sản_1,Công nợ,Công nợ_1,numeric__Tài sản,numeric__Tài sản_1,numeric__Công nợ,numeric__Công nợ_1
,,,Số cuối nămVND,Số đầu nămVND,Số cuối nămVND,Số đầu nămVND,,,,
"Đô la Mỹ (""USD"")","Đô la Mỹ (""USD"")","Đô la Mỹ (""USD"")",31.363.831.942,15.975.707.768,582.974.275.167,561.156.204.629,31363831942.0,15975707768.0,582974275167.0,561156204629.0
"Euro (""EUR"")","Euro (""EUR"")","Euro (""EUR"")",8.149.595,9.270.653,-,46.015.566,8149595.0,9270653.0,,46015566.0
"Đô la Singapore(""SGD"")","Đô la Singapore(""SGD"")","Đô la Singapore(""SGD"")",-,-,1.269.498.435,3.342.726.319,,,1269498435.0,3342726319.0
"Yên Nhật (""JPY"")","Yên Nhật (""JPY"")","Yên Nhật (""JPY"")",-,-,1.955.031.512,1.044.616.514,,,1955031512.0,1044616514.0
"Bảng Anh (""GBP"")","Bảng Anh (""GBP"")","Bảng Anh (""GBP"")",-,-,-,28.693.489,,,,28693489.0
"Na Uy Krone (""NOK"")","Na Uy Krone (""NOK"")","Na Uy Krone (""NOK"")",-,-,-,184.258.325,,,,184258325.0
