row_label_raw,row_label_full,col_0,31/12/2023,31/12/2023_1,31/12/2022,31/12/2022_1,numeric__31/12/2023,numeric__31/12/2023_1,numeric__31/12/2022,numeric__31/12/2022_1
,,,triệu đồng,%,triệu đồng,%,,,,
"Nông, lâm nghiệp và thủy sản","Nông, lâm nghiệp và thủy sản","Nông, lâm nghiệp và thủy sản",6.234.490,"1,02",4.559.921,"0,99",6234490.0,1.02,4559921.0,0.99
Khai khoáng,Khai khoáng,Khai khoáng,3.178.276,"0,52",2.969.396,"0,64",3178276.0,0.52,2969396.0,0.64
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",98.521.149,"16,12",71.318.239,"15,48",98521149.0,16.12,71318239.0,15.48
"Sản xuất và phân phối điện, khí đốt, nước nóng","Sản xuất và phân phối điện, khí đốt, nước nóng","Sản xuất và phân phối điện, khí đốt, nước nóng",41.237.247,"6,75",31.922.949,"6,93",41237247.0,6.75,31922949.0,6.93
"Cung cấp nước, quản lý và xử lý rác thải, nước thải","Cung cấp nước, quản lý và xử lý rác thải, nước thải","Cung cấp nước, quản lý và xử lý rác thải, nước thải",1.075.745,"0,18",762.237,"0,17",1075745.0,0.18,762237.0,0.17
Xây dựng,Xây dựng,Xây dựng,28.700.450,"4,70",26.445.868,"5,74",28700450.0,4.7,26445868.0,5.74
"Bán buôn, bán lẻ, sửa chữa ô tô, xe máy","Bán buôn, bán lẻ, sửa chữa ô tô, xe máy","Bán buôn, bán lẻ, sửa chữa ô tô, xe máy",165.406.488,"27,07",114.651.780,"24,89",165406488.0,27.07,114651780.0,24.89
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,16.132.904,"2,64",8.216.403,"1,78",16132904.0,2.64,8216403.0,1.78
"Dịch vụ lưu trú, ăn uống","Dịch vụ lưu trú, ăn uống","Dịch vụ lưu trú, ăn uống",11.570.229,"1,89",10.825.513,"2,35",11570229.0,1.89,10825513.0,2.35
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,3.309.515,"0,54",2.371.359,"0,51",3309515.0,0.54,2371359.0,0.51
"Hoạt động tài chính, ngân hàng, bảo hiểm","Hoạt động tài chính, ngân hàng, bảo hiểm","Hoạt động tài chính, ngân hàng, bảo hiểm",1.499.841,"0,25",274.407,"0,06",1499841.0,0.25,274407.0,0.06
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,43.268.446,"7,09",21.357.811,"4,64",43268446.0,7.09,21357811.0,4.64
"Chuyên môn, khoa học và công nghệ","Chuyên môn, khoa học và công nghệ","Chuyên môn, khoa học và công nghệ",575.417,"0,09",499.184,"0,11",575417.0,0.09,499184.0,0.11
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,924.125,"0,15",640.479,"0,14",924125.0,0.15,640479.0,0.14
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,1.307.008,"0,21",895.429,"0,19",1307008.0,0.21,895429.0,0.19
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,4.607.913,"0,75",3.639.050,"0,79",4607913.0,0.75,3639050.0,0.79
"Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí",2.659.628,"0,44",2.466.786,"0,54",2659628.0,0.44,2466786.0,0.54
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,242.700,"0,04",160.567,"0,03",242700.0,0.04,160567.0,0.03
Hoạt động làm thuê hộ gia đình,Hoạt động làm thuê hộ gia đình,Hoạt động làm thuê hộ gia đình,168.012.507,"27,49",150.444.509,"32,68",168012507.0,27.49,150444509.0,32.68
Dư nợ tại tại chỉ nhánh và ngân hàng con nước ngoài,Dư nợ tại tại chỉ nhánh và ngân hàng con nước ngoài,Dư nợ tại tại chỉ nhánh và ngân hàng con nước ngoài,3.366.269,"0,55",2.393.095,"0,52",3366269.0,0.55,2393095.0,0.52
Các khoản cho vay giao dịch ký quỹ và ứng trước cho khách hàng,Các khoản cho vay giao dịch ký quỹ và ứng trước cho khách hàng,Các khoản cho vay giao dịch ký quỹ và ứng trước cho khách hàng,9.218.483,"1,51",3.759.500,"0,82",9218483.0,1.51,3759500.0,0.82
,,,611.048.830,"100,00",460.574.482,"100,00",611048830.0,100.0,460574482.0,100.0
