row_label_raw,row_label_full,col_0,Miền Bắc triệu đồng,Miền Trung triệu đồng,Miền Nam triệu đồng,Nước ngoài triệu đồng,Loại trừ triệu đồng,Tổng công triệu đồng,numeric__Miền Bắc triệu đồng,numeric__Miền Trung triệu đồng,numeric__Miền Nam triệu đồng,numeric__Nước ngoài triệu đồng,numeric__Loại trừ triệu đồng,numeric__Tổng công triệu đồng
III. Tài sản,III. Tài sản,III. Tài sản,513.079.656,34.590.469,197.952.977,3.633.461,(20.724.190),728.532.373,513079656.0,34590469.0,197952977.0,3633461.0,-20724190.0,728532373.0
1. Tiền mặt,1. Tiền mặt,1. Tiền mặt,1.833.002,426.201,1.425.005,59.892,-,3.744.100,1833002.0,426201.0,1425005.0,59892.0,,3744100.0
2. Tài sản cố định,2. Tài sản cố định,2. Tài sản cố định,4.907.197,41.323,117.156,7.832,-,5.073.508,4907197.0,41323.0,117156.0,7832.0,,5073508.0
3. Tài sản khác,3. Tài sản khác,3. Tài sản khác,506.339.457,34.122.945,196.410.816,3.565.737,(20.724.190),719.714.765,506339457.0,34122945.0,196410816.0,3565737.0,-20724190.0,719714765.0
IV. Nợ phải trả,IV. Nợ phải trả,IV. Nợ phải trả,437.392.832,33.380.518,191.995.102,1.422.316,(15.271.614),648.919.154,437392832.0,33380518.0,191995102.0,1422316.0,-15271614.0,648919154.0
1. Nợ phải trả khách hàng bên ngoài,1. Nợ phải trả khách hàng bên ngoài,1. Nợ phải trả khách hàng bên ngoài,500.809.845,24.028.017,103.631.101,1.412.786,(14.858.413),615.023.336,500809845.0,24028017.0,103631101.0,1412786.0,-14858413.0,615023336.0
2. Nợ phải trả nội bộ,2. Nợ phải trả nội bộ,2. Nợ phải trả nội bộ,1.624.630,4,208,1.163,-,1.626.005,1624630.0,4.0,208.0,1163.0,,1626005.0
3. Nợ phải trả khác,3. Nợ phải trả khác,3. Nợ phải trả khác,(65.041.643),9.352.497,88.363.793,8.367,(413.201),32.269.813,-65041643.0,9352497.0,88363793.0,8367.0,-413201.0,32269813.0
