row_label_raw,row_label_full,col_0,Năm 2023triệu đồng,Năm 2022triệu đồng,numeric__Năm 2023triệu đồng,numeric__Năm 2022triệu đồng
"Chi nộp thuế và các khoản phi, lệ phi","Chi nộp thuế và các khoản phi, lệ phi","Chi nộp thuế và các khoản phi, lệ phi",157.503,155.102,157503.0,155102.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,7.996.974,8.154.390,7996974.0,8154390.0
Trong đó:Chi lương và phụ cấp,Trong đó:Chi lương và phụ cấp,Trong đó:Chi lương và phụ cấp,6.933.968,6.817.087,6933968.0,6817087.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,2.843.585,2.568.050,2843585.0,2568050.0
Trong đó:Khẩu hao tài sản cố định,Trong đó:Khẩu hao tài sản cố định,Trong đó:Khẩu hao tài sản cố định,1.462.673,1.277.145,1462673.0,1277145.0
Chi khác về tài sản,Chi khác về tài sản,Chi khác về tài sản,1.380.912,1.290.905,1380912.0,1290905.0
Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,3.433.235,3.585.874,3433235.0,3585874.0
Trong đó:Công tác phi,Trong đó:Công tác phi,Trong đó:Công tác phi,178.483,167.583,178483.0,167583.0
Chi về các hoạt động đoàn thể của TCTD,Chi về các hoạt động đoàn thể của TCTD,Chi về các hoạt động đoàn thể của TCTD,17.013,15.521,17013.0,15521.0
Chi khác cho hoạt động quản lý,Chi khác cho hoạt động quản lý,Chi khác cho hoạt động quản lý,3.237.739,3.402.770,3237739.0,3402770.0
Chi dự phòng các khoản phải thu khó đòi,Chi dự phòng các khoản phải thu khó đòi,Chi dự phòng các khoản phải thu khó đòi,33.677,7.700,33677.0,7700.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",447.967,344.512,447967.0,344512.0
,,,14.912.941,14.815.628,14912941.0,14815628.0
