row_label_raw,row_label_full,col_0,31/12/2023triệu đồng,31/12/2022triệu đồng,numeric__31/12/2023triệu đồng,numeric__31/12/2022triệu đồng
Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,39.119.633,24.835.507,39119633.0,24835507.0
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,16.126.886,5.745.487,16126886.0,5745487.0
- Bằng VND,- Bằng VND,- Bằng VND,1.791.465,1.813.428,1791465.0,1813428.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,14.335.421,3.932.059,14335421.0,3932059.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,22.992.747,19.090.020,22992747.0,19090020.0
- Bằng VND,- Bằng VND,- Bằng VND,17.177.006,17.349.000,17177006.0,17349000.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,5.815.741,1.741.020,5815741.0,1741020.0
Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,7.229.607,8.102.398,7229607.0,8102398.0
- Bằng VND,- Bằng VND,- Bằng VND,6.504.630,5.926.598,6504630.0,5926598.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,724.977,2.175.800,724977.0,2175800.0
Dự phòng rủi ro,Dự phòng rủi ro,Dự phòng rủi ro,(5.427),(695),-5427.0,-695.0
,,,46.343.813,32.937.210,46343813.0,32937210.0
