row_label_raw,row_label_full,Các khoản thuê phải nộp Nhà nước(Thuyết minh số 26),31/12/2023triệu đồng > 3.539.461,31/12/2022triệu đồng > 3.335.367,numeric__31/12/2023triệu đồng > 3.539.461,numeric__31/12/2022triệu đồng > 3.335.367
Chuyển tiền phải trả,Chuyển tiền phải trả,Chuyển tiền phải trả,849.235,856.557,849235.0,856557.0
Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,1.756.710,1.629.473,1756710.0,1629473.0
Dự phòng nghiệp vụ bảo hiểm,Dự phòng nghiệp vụ bảo hiểm,Dự phòng nghiệp vụ bảo hiểm,12.693.761,11.142.119,12693761.0,11142119.0
Phải trả về dịch vụ thanh toán,Phải trả về dịch vụ thanh toán,Phải trả về dịch vụ thanh toán,12.619.012,9.410.486,12619012.0,9410486.0
Phải trả liên quan đến dịch vụ liên kết,Phải trả liên quan đến dịch vụ liên kết,Phải trả liên quan đến dịch vụ liên kết,454.278,422.384,454278.0,422384.0
Phải trả và ứng trước người bán của công ty con,Phải trả và ứng trước người bán của công ty con,Phải trả và ứng trước người bán của công ty con,370.715,379.929,370715.0,379929.0
Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,2.421.460,3.313.094,2421460.0,3313094.0
,,,34.704.632,30.489.409,34704632.0,30489409.0
