row_label_raw,row_label_full,col_0,Dư phòng chung triệu đồng,Dư phòng cụ thể triệu đồng,Tổng cộng triệu đồng,numeric__Dư phòng chung triệu đồng,numeric__Dư phòng cụ thể triệu đồng,numeric__Tổng cộng triệu đồng
Số dư tai ngày 1 tháng 1 năm 2022,Số dư tai ngày 1 tháng 1 năm 2022,Số dư tai ngày 1 tháng 1 năm 2022,2.590.776,6.166.908,8.757.684,2590776.0,6166908.0,8757684.0
Trích lập trong năm(Thuyết minh 36),Trích lập trong năm(Thuyết minh 36),Trích lập trong năm(Thuyết minh 36),811.873,7.061.824,7.873.697,811873.0,7061824.0,7873697.0
Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,-,(4.412.070),(4.412.070),,-4412070.0,-4412070.0
"Điều chính theo Kiểm toán Nhà nước""KTNN""","Điều chính theo Kiểm toán Nhà nước""KTNN""","Điều chính theo Kiểm toán Nhà nước""KTNN""",(1.505),(240.105),(241.610),-1505.0,-240105.0,-241610.0
Chênh lệch tỷ giả,Chênh lệch tỷ giả,Chênh lệch tỷ giả,(229),(1.612),(1.841),-229.0,-1612.0,-1841.0
Số dư tại ngày 31 tháng 12 năm 2022,Số dư tại ngày 31 tháng 12 năm 2022,Số dư tại ngày 31 tháng 12 năm 2022,3.400.915,8.574.945,11.975.860,3400915.0,8574945.0,11975860.0
