row_label_raw,row_label_full,Khoản mục biển động lớn,Giá trị triệu đồng,numeric__Giá trị triệu đồng
Tăng thu nhập lãi thuần,Tăng thu nhập lãi thuần,Tăng thu nhập lãi thuần,2.660.726,2660726.0
Giảm lãi thuần từ hoạt động dịch vụ,Giảm lãi thuần từ hoạt động dịch vụ,Giảm lãi thuần từ hoạt động dịch vụ,(50.343),-50343.0
Giảm lãi thuần từ hoạt động kinh doanh ngoại hồi,Giảm lãi thuần từ hoạt động kinh doanh ngoại hồi,Giảm lãi thuần từ hoạt động kinh doanh ngoại hồi,(494.135),-494135.0
"Giảm lãi thuần từ mua bán chứng khoán kinh doanh, chứng khoán đầu tư và đầu tư dài hạn","Giảm lãi thuần từ mua bán chứng khoán kinh doanh, chứng khoán đầu tư và đầu tư dài hạn","Giảm lãi thuần từ mua bán chứng khoán kinh doanh, chứng khoán đầu tư và đầu tư dài hạn",(614.406),-614406.0
Tăng lãi thuần từ hoạt động khác,Tăng lãi thuần từ hoạt động khác,Tăng lãi thuần từ hoạt động khác,286.453,286453.0
"Giảm thu nhập từ góp vốn, mua cổ phần","Giảm thu nhập từ góp vốn, mua cổ phần","Giảm thu nhập từ góp vốn, mua cổ phần",(74.858),-74858.0
Tăng chi phí hoạt động,Tăng chi phí hoạt động,Tăng chi phí hoạt động,(97.313),-97313.0
Giảm chi phí dự phòng rủi ro tín dụng,Giảm chi phí dự phòng rủi ro tín dụng,Giảm chi phí dự phòng rủi ro tín dụng,1.960.645,1960645.0
,,,3.576.769,3576769.0
