row_label_raw,row_label_full,Số dư đầu năm,Năm 2023 > 10.986,Năm 2022 > 537,numeric__Năm 2023 > 10.986,numeric__Năm 2022 > 537
Các khoản chênh lệch tạm thời tính thuế,Các khoản chênh lệch tạm thời tính thuế,Các khoản chênh lệch tạm thời tính thuế,89.572,52.245,89572.0,52245.0
Thuế suất tính thuế hoãn lại trong năm hiện hành,Thuế suất tính thuế hoãn lại trong năm hiện hành,Thuế suất tính thuế hoãn lại trong năm hiện hành,20%,20%,0.2,0.2
Thu nhập thuế TNDN hoãn lại phát sinh trong năm,Thu nhập thuế TNDN hoãn lại phát sinh trong năm,Thu nhập thuế TNDN hoãn lại phát sinh trong năm,17.572,10.449,17572.0,10449.0
Biến động khác,Biến động khác,Biến động khác,152,-,152.0,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,28.710,10.986,28710.0,10986.0
