row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2023 triệu đồng,Năm 2022 triệu đồng,numeric__Thuyết minh,numeric__Năm 2023 triệu đồng,numeric__Năm 2022 triệu đồng
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,32.393.121,30.776.997,,32393121.0,30776997.0
Chi phí dự phòng rủi ro,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > Chi phí dự phòng rủi ro,Chi phí dự phòng rủi ro,36,(6.087.032),(8.047.677),36.0,-6087032.0,-8047677.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,26.306.089,22.729.320,,26306089.0,22729320.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,37.1,(5.269.869),(4.582.973),371.0,-5269869.0,-4582973.0
Thu nhập thuế thu nhập hoãn lại,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > Thu nhập thuế thu nhập hoãn lại,Thu nhập thuế thu nhập hoãn lại,37.2,17.572,8.838,372.0,17572.0,8838.0
Chi phí thuế thu nhập doanh nghiệp,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,,(5.252.297),(4.574.135),,-5252297.0,-4574135.0
LỢI NHUẬN SAU THUẾ,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,21.053.792,18.155.185,,21053792.0,18155185.0
Lợi ích của cổ đông không kiểm soát,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > Lợi ích của cổ đông không kiểm soát,Lợi ích của cổ đông không kiểm soát,,377.004,672.450,,377004.0,672450.0
Lợi nhuận ròng trong năm,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > Lợi nhuận ròng trong năm,Lợi nhuận ròng trong năm,,20.676.788,17.482.735,,20676788.0,17482735.0
Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),38,3.966,3.085,38.0,3966.0,3085.0
